Answer.bonus,trial,color,workerid,init_images,percentage,type,utterance_label,label,Answer.condition,clicked,Answer.time_in_minutes,block,block_trial,utterance,position
332,62,orange,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,color,target,some,1,10.196216666666666,8,6, The machine dispensed most of the orange ones.,2
332,63,blue,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,prior,competitor,some,0,10.196216666666666,8,7, The machine dispensed,1
332,63,orange,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,prior,target,some,1,10.196216666666666,8,7, The machine dispensed,2
332,63,blue,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,quantifier,competitor,some,0,10.196216666666666,8,7, The machine dispensed some of the,1
332,63,orange,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,quantifier,target,some,1,10.196216666666666,8,7, The machine dispensed some of the,2
332,63,blue,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,color,competitor,some,0,10.196216666666666,8,7, The machine dispensed some of the orange ones.,1
332,63,orange,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,color,target,some,1,10.196216666666666,8,7, The machine dispensed some of the orange ones.,2
332,64,orange,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,prior,competitor,some,0,10.196216666666666,8,8, The machine dispensed,1
332,64,blue,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,prior,target,some,1,10.196216666666666,8,8, The machine dispensed,2
332,64,orange,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,quantifier,competitor,some,0,10.196216666666666,8,8, The machine dispensed none of the,1
332,64,blue,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,quantifier,target,some,1,10.196216666666666,8,8, The machine dispensed none of the,2
332,64,orange,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,color,competitor,some,0,10.196216666666666,8,8, The machine dispensed none of the blue ones.,1
332,64,blue,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,color,target,some,1,10.196216666666666,8,8, The machine dispensed none of the blue ones.,2
338,1,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,prior,competitor,some,1,9.2199,1,1, The machine dispensed,1
338,1,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,prior,target,some,0,9.2199,1,1, The machine dispensed,2
338,1,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,quantifier,competitor,some,0,9.2199,1,1, The machine dispensed all of the,1
338,1,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,quantifier,target,some,1,9.2199,1,1, The machine dispensed all of the,2
338,1,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,color,competitor,some,0,9.2199,1,1, The machine dispensed all of the blue ones.,1
338,1,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,color,target,some,1,9.2199,1,1, The machine dispensed all of the blue ones.,2
338,2,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,9.2199,1,2, The machine dispensed,1
338,2,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,9.2199,1,2, The machine dispensed,2
338,2,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,9.2199,1,2, The machine dispensed most of the,1
338,2,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,9.2199,1,2, The machine dispensed most of the,2
338,2,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,color,competitor,some,0,9.2199,1,2, The machine dispensed most of the orange ones.,1
338,2,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,color,target,some,1,9.2199,1,2, The machine dispensed most of the orange ones.,2
338,3,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,prior,competitor,some,0,9.2199,1,3, The machine dispensed,1
338,3,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,prior,target,some,1,9.2199,1,3, The machine dispensed,2
338,3,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,quantifier,competitor,some,0,9.2199,1,3, The machine dispensed most of the,1
338,3,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,quantifier,target,some,1,9.2199,1,3, The machine dispensed most of the,2
338,3,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,color,competitor,some,0,9.2199,1,3, The machine dispensed most of the blue ones.,1
338,3,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,color,target,some,1,9.2199,1,3, The machine dispensed most of the blue ones.,2
338,4,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,prior,competitor,some,0,9.2199,1,4, The machine dispensed,1
338,4,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,prior,target,some,1,9.2199,1,4, The machine dispensed,2
338,4,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,quantifier,competitor,some,0,9.2199,1,4, The machine dispensed most of the,1
338,4,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,quantifier,target,some,1,9.2199,1,4, The machine dispensed most of the,2
338,4,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,color,competitor,some,0,9.2199,1,4, The machine dispensed most of the blue ones.,1
338,4,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,color,target,some,1,9.2199,1,4, The machine dispensed most of the blue ones.,2
338,5,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,prior,competitor,some,0,9.2199,1,5, The machine dispensed,1
338,5,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,prior,target,some,1,9.2199,1,5, The machine dispensed,2
338,5,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,quantifier,competitor,some,0,9.2199,1,5, The machine dispensed some of the,1
338,5,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,quantifier,target,some,1,9.2199,1,5, The machine dispensed some of the,2
338,5,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,color,competitor,some,0,9.2199,1,5, The machine dispensed some of the orange ones.,1
338,5,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,color,target,some,1,9.2199,1,5, The machine dispensed some of the orange ones.,2
338,6,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,prior,competitor,some,0,9.2199,1,6, The machine dispensed,1
338,6,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,prior,target,some,1,9.2199,1,6, The machine dispensed,2
338,6,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,quantifier,competitor,some,0,9.2199,1,6, The machine dispensed some of the,1
338,6,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,quantifier,target,some,1,9.2199,1,6, The machine dispensed some of the,2
338,6,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,color,competitor,some,0,9.2199,1,6, The machine dispensed some of the orange ones.,1
338,6,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,color,target,some,1,9.2199,1,6, The machine dispensed some of the orange ones.,2
338,7,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,prior,competitor,some,1,9.2199,1,7, The machine dispensed,1
338,7,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,prior,target,some,0,9.2199,1,7, The machine dispensed,2
338,7,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,quantifier,competitor,some,1,9.2199,1,7, The machine dispensed some of the,1
338,7,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,quantifier,target,some,0,9.2199,1,7, The machine dispensed some of the,2
338,7,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,color,competitor,some,0,9.2199,1,7, The machine dispensed some of the blue ones.,1
338,7,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,color,target,some,1,9.2199,1,7, The machine dispensed some of the blue ones.,2
338,8,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,prior,target,some,0,9.2199,1,8, The machine dispensed,1
338,8,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,prior,competitor,some,1,9.2199,1,8, The machine dispensed,2
338,8,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,quantifier,target,some,1,9.2199,1,8, The machine dispensed none of the,1
338,8,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,quantifier,competitor,some,0,9.2199,1,8, The machine dispensed none of the,2
338,8,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,color,target,some,1,9.2199,1,8, The machine dispensed none of the blue ones.,1
338,8,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,color,competitor,some,0,9.2199,1,8, The machine dispensed none of the blue ones.,2
338,9,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,prior,competitor,some,1,9.2199,2,1, The machine dispensed,1
338,9,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,prior,target,some,0,9.2199,2,1, The machine dispensed,2
338,9,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,quantifier,competitor,some,1,9.2199,2,1, The machine dispensed some of the,1
338,9,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,quantifier,target,some,0,9.2199,2,1, The machine dispensed some of the,2
338,9,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,color,competitor,some,0,9.2199,2,1, The machine dispensed some of the blue ones.,1
338,9,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,color,target,some,1,9.2199,2,1, The machine dispensed some of the blue ones.,2
338,10,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_2,prior,competitor,some,0,9.2199,2,2, The machine dispensed,1
338,10,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_2,prior,target,some,1,9.2199,2,2, The machine dispensed,2
338,10,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_2,quantifier,competitor,some,0,9.2199,2,2, The machine dispensed most of the,1
338,10,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_2,quantifier,target,some,1,9.2199,2,2, The machine dispensed most of the,2
338,10,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_2,color,competitor,some,0,9.2199,2,2, The machine dispensed most of the orange ones.,1
338,10,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_2,color,target,some,1,9.2199,2,2, The machine dispensed most of the orange ones.,2
338,11,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_1,prior,competitor,some,0,9.2199,2,3, The machine dispensed,1
338,11,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_1,prior,target,some,1,9.2199,2,3, The machine dispensed,2
338,11,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_1,quantifier,competitor,some,0,9.2199,2,3, The machine dispensed some of the,1
338,11,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_1,quantifier,target,some,1,9.2199,2,3, The machine dispensed some of the,2
338,11,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_1,color,competitor,some,0,9.2199,2,3, The machine dispensed some of the orange ones.,1
338,11,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_1,color,target,some,1,9.2199,2,3, The machine dispensed some of the orange ones.,2
338,12,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,prior,competitor,some,1,9.2199,2,4, The machine dispensed,1
338,12,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,prior,target,some,0,9.2199,2,4, The machine dispensed,2
338,12,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,quantifier,competitor,some,0,9.2199,2,4, The machine dispensed none of the,1
338,12,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,quantifier,target,some,1,9.2199,2,4, The machine dispensed none of the,2
338,12,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,color,competitor,some,0,9.2199,2,4, The machine dispensed none of the orange ones.,1
338,12,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,color,target,some,1,9.2199,2,4, The machine dispensed none of the orange ones.,2
338,13,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,prior,competitor,some,0,9.2199,2,5, The machine dispensed,1
338,13,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,prior,target,some,1,9.2199,2,5, The machine dispensed,2
338,13,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,quantifier,competitor,some,0,9.2199,2,5, The machine dispensed some of the,1
338,13,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,quantifier,target,some,1,9.2199,2,5, The machine dispensed some of the,2
338,13,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,color,competitor,some,0,9.2199,2,5, The machine dispensed some of the orange ones.,1
338,13,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,color,target,some,1,9.2199,2,5, The machine dispensed some of the orange ones.,2
338,14,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_2,prior,competitor,some,0,9.2199,2,6, The machine dispensed,1
338,14,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_2,prior,target,some,1,9.2199,2,6, The machine dispensed,2
338,14,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_2,quantifier,competitor,some,0,9.2199,2,6, The machine dispensed all of the,1
338,14,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_2,quantifier,target,some,1,9.2199,2,6, The machine dispensed all of the,2
338,14,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_2,color,competitor,some,0,9.2199,2,6, The machine dispensed all of the orange ones.,1
338,14,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_2,color,target,some,1,9.2199,2,6, The machine dispensed all of the orange ones.,2
338,15,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,9.2199,2,7, The machine dispensed,1
338,15,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,9.2199,2,7, The machine dispensed,2
338,15,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,9.2199,2,7, The machine dispensed most of the,1
338,15,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,9.2199,2,7, The machine dispensed most of the,2
338,15,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,color,competitor,some,0,9.2199,2,7, The machine dispensed most of the orange ones.,1
338,15,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,color,target,some,1,9.2199,2,7, The machine dispensed most of the orange ones.,2
338,16,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,prior,competitor,some,0,9.2199,2,8, The machine dispensed,1
338,16,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,prior,target,some,1,9.2199,2,8, The machine dispensed,2
338,16,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,quantifier,competitor,some,0,9.2199,2,8, The machine dispensed most of the,1
338,16,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,quantifier,target,some,1,9.2199,2,8, The machine dispensed most of the,2
338,16,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,color,competitor,some,0,9.2199,2,8, The machine dispensed most of the orange ones.,1
338,16,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,color,target,some,1,9.2199,2,8, The machine dispensed most of the orange ones.,2
338,17,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,prior,competitor,some,0,9.2199,3,1, The machine dispensed,1
338,17,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,prior,target,some,1,9.2199,3,1, The machine dispensed,2
338,17,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,quantifier,competitor,some,0,9.2199,3,1, The machine dispensed some of the,1
338,17,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,quantifier,target,some,1,9.2199,3,1, The machine dispensed some of the,2
338,17,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,color,competitor,some,0,9.2199,3,1, The machine dispensed some of the blue ones.,1
338,17,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,color,target,some,1,9.2199,3,1, The machine dispensed some of the blue ones.,2
338,18,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,prior,competitor,some,1,9.2199,3,2, The machine dispensed,1
338,18,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,prior,target,some,0,9.2199,3,2, The machine dispensed,2
338,18,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,quantifier,competitor,some,0,9.2199,3,2, The machine dispensed all of the,1
338,18,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,quantifier,target,some,1,9.2199,3,2, The machine dispensed all of the,2
338,18,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,color,competitor,some,0,9.2199,3,2, The machine dispensed all of the blue ones.,1
338,18,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,color,target,some,1,9.2199,3,2, The machine dispensed all of the blue ones.,2
338,19,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,prior,target,some,0,9.2199,3,3, The machine dispensed,1
338,19,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,prior,competitor,some,1,9.2199,3,3, The machine dispensed,2
338,19,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,quantifier,target,some,0,9.2199,3,3, The machine dispensed some of the,1
338,19,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,quantifier,competitor,some,1,9.2199,3,3, The machine dispensed some of the,2
338,19,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,color,target,some,0,9.2199,3,3, The machine dispensed some of the orange ones.,1
338,19,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,color,competitor,some,1,9.2199,3,3, The machine dispensed some of the orange ones.,2
338,20,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_2,prior,target,some,1,9.2199,3,4, The machine dispensed,1
338,20,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_2,prior,competitor,some,0,9.2199,3,4, The machine dispensed,2
338,20,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_2,quantifier,target,some,1,9.2199,3,4, The machine dispensed most of the,1
338,20,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_2,quantifier,competitor,some,0,9.2199,3,4, The machine dispensed most of the,2
338,20,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_2,color,target,some,1,9.2199,3,4, The machine dispensed most of the blue ones.,1
338,20,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_2,color,competitor,some,0,9.2199,3,4, The machine dispensed most of the blue ones.,2
338,21,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,prior,target,some,1,9.2199,3,5, The machine dispensed,1
338,21,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,prior,competitor,some,0,9.2199,3,5, The machine dispensed,2
338,21,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,quantifier,target,some,1,9.2199,3,5, The machine dispensed most of the,1
338,21,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,quantifier,competitor,some,0,9.2199,3,5, The machine dispensed most of the,2
338,21,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,color,target,some,1,9.2199,3,5, The machine dispensed most of the orange ones.,1
338,21,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,color,competitor,some,0,9.2199,3,5, The machine dispensed most of the orange ones.,2
338,22,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,prior,competitor,some,1,9.2199,3,6, The machine dispensed,1
338,22,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,prior,target,some,0,9.2199,3,6, The machine dispensed,2
338,22,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,quantifier,competitor,some,0,9.2199,3,6, The machine dispensed none of the,1
338,22,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,quantifier,target,some,1,9.2199,3,6, The machine dispensed none of the,2
338,22,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,color,competitor,some,0,9.2199,3,6, The machine dispensed none of the orange ones.,1
338,22,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,color,target,some,1,9.2199,3,6, The machine dispensed none of the orange ones.,2
338,23,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,prior,competitor,some,0,9.2199,3,7, The machine dispensed,1
338,23,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,prior,target,some,1,9.2199,3,7, The machine dispensed,2
338,23,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,quantifier,competitor,some,0,9.2199,3,7, The machine dispensed some of the,1
338,23,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,quantifier,target,some,1,9.2199,3,7, The machine dispensed some of the,2
338,23,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,color,competitor,some,0,9.2199,3,7, The machine dispensed some of the orange ones.,1
338,23,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,color,target,some,1,9.2199,3,7, The machine dispensed some of the orange ones.,2
338,24,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,9.2199,3,8, The machine dispensed,1
338,24,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,9.2199,3,8, The machine dispensed,2
338,24,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,9.2199,3,8, The machine dispensed most of the,1
338,24,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,9.2199,3,8, The machine dispensed most of the,2
338,24,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,color,competitor,some,0,9.2199,3,8, The machine dispensed most of the orange ones.,1
338,24,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,color,target,some,1,9.2199,3,8, The machine dispensed most of the orange ones.,2
338,25,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,prior,competitor,some,1,9.2199,4,1, The machine dispensed,1
338,25,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,prior,target,some,0,9.2199,4,1, The machine dispensed,2
338,25,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,quantifier,competitor,some,0,9.2199,4,1, The machine dispensed some of the,1
338,25,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,quantifier,target,some,1,9.2199,4,1, The machine dispensed some of the,2
338,25,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,color,competitor,some,0,9.2199,4,1, The machine dispensed some of the blue ones.,1
338,25,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,color,target,some,1,9.2199,4,1, The machine dispensed some of the blue ones.,2
338,26,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,prior,competitor,some,1,9.2199,4,2, The machine dispensed,1
338,26,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,prior,target,some,0,9.2199,4,2, The machine dispensed,2
338,26,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,quantifier,competitor,some,0,9.2199,4,2, The machine dispensed some of the,1
338,26,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,quantifier,target,some,1,9.2199,4,2, The machine dispensed some of the,2
338,26,orange,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,color,competitor,some,0,9.2199,4,2, The machine dispensed some of the blue ones.,1
338,26,blue,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,color,target,some,1,9.2199,4,2, The machine dispensed some of the blue ones.,2
338,27,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,prior,competitor,some,1,9.2199,4,3, The machine dispensed,1
338,27,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,prior,target,some,0,9.2199,4,3, The machine dispensed,2
338,27,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,quantifier,competitor,some,0,9.2199,4,3, The machine dispensed none of the,1
338,27,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,quantifier,target,some,1,9.2199,4,3, The machine dispensed none of the,2
338,27,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,color,competitor,some,0,9.2199,4,3, The machine dispensed none of the orange ones.,1
338,27,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,color,target,some,1,9.2199,4,3, The machine dispensed none of the orange ones.,2
338,28,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,9.2199,4,4, The machine dispensed,1
338,28,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,9.2199,4,4, The machine dispensed,2
338,28,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,9.2199,4,4, The machine dispensed most of the,1
338,28,orange,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,9.2199,4,4, The machine dispensed most of the,2
338,28,blue,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,color,target,some,1,9.2199,4,4, The machine dispensed most of the blue ones.,1
