clicked,Answer.time_in_minutes,percentage,block,utterance,label,type,Answer.condition,utterance_label,Answer.bonus,trial,workerid,init_images,color,position,block_trial
1,6.2034,90,2, The machine dispensed many of the,target,60_90_2,many_some,quantifier,307,14,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,6
0,6.2034,60,2, The machine dispensed many of the,competitor,60_90_2,many_some,quantifier,307,14,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,6
1,6.2034,90,2, The machine dispensed many of the blue ones.,target,60_90_2,many_some,color,307,14,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,6
0,6.2034,60,2, The machine dispensed many of the blue ones.,competitor,60_90_2,many_some,color,307,14,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,6
1,6.2034,0,2, The machine dispensed,competitor,90_0_1,many_some,prior,307,15,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
0,6.2034,90,2, The machine dispensed,target,90_0_1,many_some,prior,307,15,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
0,6.2034,0,2, The machine dispensed many of the,competitor,90_0_1,many_some,quantifier,307,15,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
1,6.2034,90,2, The machine dispensed many of the,target,90_0_1,many_some,quantifier,307,15,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
0,6.2034,0,2, The machine dispensed many of the blue ones.,competitor,90_0_1,many_some,color,307,15,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
1,6.2034,90,2, The machine dispensed many of the blue ones.,target,90_0_1,many_some,color,307,15,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
1,6.2034,100,2, The machine dispensed,target,75_100_2,many_some,prior,307,16,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,8
0,6.2034,75,2, The machine dispensed,competitor,75_100_2,many_some,prior,307,16,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,8
1,6.2034,100,2, The machine dispensed all of the,target,75_100_2,many_some,quantifier,307,16,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,8
0,6.2034,75,2, The machine dispensed all of the,competitor,75_100_2,many_some,quantifier,307,16,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,8
1,6.2034,100,2, The machine dispensed all of the blue ones.,target,75_100_2,many_some,color,307,16,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,8
0,6.2034,75,2, The machine dispensed all of the blue ones.,competitor,75_100_2,many_some,color,307,16,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,8
0,6.2034,75,3, The machine dispensed,competitor,75_100_2,many_some,prior,307,17,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,1
1,6.2034,100,3, The machine dispensed,target,75_100_2,many_some,prior,307,17,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,1
0,6.2034,75,3, The machine dispensed all of the,competitor,75_100_2,many_some,quantifier,307,17,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,1
1,6.2034,100,3, The machine dispensed all of the,target,75_100_2,many_some,quantifier,307,17,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,1
0,6.2034,75,3, The machine dispensed all of the orange ones.,competitor,75_100_2,many_some,color,307,17,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,1
1,6.2034,100,3, The machine dispensed all of the orange ones.,target,75_100_2,many_some,color,307,17,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,1
0,6.2034,25,3, The machine dispensed,target,25_60_1,many_some,prior,307,18,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,2
1,6.2034,60,3, The machine dispensed,competitor,25_60_1,many_some,prior,307,18,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,2
0,6.2034,25,3, The machine dispensed some of the,target,25_60_1,many_some,quantifier,307,18,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,2
1,6.2034,60,3, The machine dispensed some of the,competitor,25_60_1,many_some,quantifier,307,18,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,2
0,6.2034,25,3, The machine dispensed some of the blue ones.,target,25_60_1,many_some,color,307,18,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,2
1,6.2034,60,3, The machine dispensed some of the blue ones.,competitor,25_60_1,many_some,color,307,18,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,2
1,6.2034,75,3, The machine dispensed,target,75_100_1,many_some,prior,307,19,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
0,6.2034,100,3, The machine dispensed,competitor,75_100_1,many_some,prior,307,19,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
0,6.2034,75,3, The machine dispensed many of the,target,75_100_1,many_some,quantifier,307,19,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
1,6.2034,100,3, The machine dispensed many of the,competitor,75_100_1,many_some,quantifier,307,19,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
1,6.2034,75,3, The machine dispensed many of the blue ones.,target,75_100_1,many_some,color,307,19,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
0,6.2034,100,3, The machine dispensed many of the blue ones.,competitor,75_100_1,many_some,color,307,19,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
1,6.2034,60,3, The machine dispensed,target,60_90_1,many_some,prior,307,20,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,4
0,6.2034,90,3, The machine dispensed,competitor,60_90_1,many_some,prior,307,20,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,4
1,6.2034,60,3, The machine dispensed some of the,target,60_90_1,many_some,quantifier,307,20,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,4
0,6.2034,90,3, The machine dispensed some of the,competitor,60_90_1,many_some,quantifier,307,20,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,4
1,6.2034,60,3, The machine dispensed some of the blue ones.,target,60_90_1,many_some,color,307,20,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,4
0,6.2034,90,3, The machine dispensed some of the blue ones.,competitor,60_90_1,many_some,color,307,20,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,4
1,6.2034,60,3, The machine dispensed,competitor,60_90_2,many_some,prior,307,21,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,5
0,6.2034,90,3, The machine dispensed,target,60_90_2,many_some,prior,307,21,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,5
0,6.2034,60,3, The machine dispensed many of the,competitor,60_90_2,many_some,quantifier,307,21,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,5
1,6.2034,90,3, The machine dispensed many of the,target,60_90_2,many_some,quantifier,307,21,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,5
0,6.2034,60,3, The machine dispensed many of the blue ones.,competitor,60_90_2,many_some,color,307,21,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,5
1,6.2034,90,3, The machine dispensed many of the blue ones.,target,60_90_2,many_some,color,307,21,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,5
0,6.2034,0,3, The machine dispensed,target,90_0_2,many_some,prior,307,22,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
1,6.2034,90,3, The machine dispensed,competitor,90_0_2,many_some,prior,307,22,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,0,3, The machine dispensed none of the,target,90_0_2,many_some,quantifier,307,22,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
0,6.2034,90,3, The machine dispensed none of the,competitor,90_0_2,many_some,quantifier,307,22,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,0,3, The machine dispensed none of the orange ones.,target,90_0_2,many_some,color,307,22,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
0,6.2034,90,3, The machine dispensed none of the orange ones.,competitor,90_0_2,many_some,color,307,22,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,0,3, The machine dispensed,competitor,90_0_1,many_some,prior,307,23,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
0,6.2034,90,3, The machine dispensed,target,90_0_1,many_some,prior,307,23,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
0,6.2034,0,3, The machine dispensed many of the,competitor,90_0_1,many_some,quantifier,307,23,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
1,6.2034,90,3, The machine dispensed many of the,target,90_0_1,many_some,quantifier,307,23,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
0,6.2034,0,3, The machine dispensed many of the blue ones.,competitor,90_0_1,many_some,color,307,23,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
1,6.2034,90,3, The machine dispensed many of the blue ones.,target,90_0_1,many_some,color,307,23,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
1,6.2034,25,3, The machine dispensed,competitor,25_60_2,many_some,prior,307,24,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,8
0,6.2034,60,3, The machine dispensed,target,25_60_2,many_some,prior,307,24,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,8
1,6.2034,25,3, The machine dispensed some of the,competitor,25_60_2,many_some,quantifier,307,24,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,8
0,6.2034,60,3, The machine dispensed some of the,target,25_60_2,many_some,quantifier,307,24,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,8
0,6.2034,25,3, The machine dispensed some of the orange ones.,competitor,25_60_2,many_some,color,307,24,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,8
1,6.2034,60,3, The machine dispensed some of the orange ones.,target,25_60_2,many_some,color,307,24,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,8
0,6.2034,0,4, The machine dispensed,target,90_0_2,many_some,prior,307,25,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,1
1,6.2034,90,4, The machine dispensed,competitor,90_0_2,many_some,prior,307,25,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,1
1,6.2034,0,4, The machine dispensed none of the,target,90_0_2,many_some,quantifier,307,25,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,1
0,6.2034,90,4, The machine dispensed none of the,competitor,90_0_2,many_some,quantifier,307,25,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,1
1,6.2034,0,4, The machine dispensed none of the orange ones.,target,90_0_2,many_some,color,307,25,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,1
0,6.2034,90,4, The machine dispensed none of the orange ones.,competitor,90_0_2,many_some,color,307,25,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,1
1,6.2034,60,4, The machine dispensed,target,60_90_1,many_some,prior,307,26,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,2
0,6.2034,90,4, The machine dispensed,competitor,60_90_1,many_some,prior,307,26,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,2
1,6.2034,60,4, The machine dispensed some of the,target,60_90_1,many_some,quantifier,307,26,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,2
0,6.2034,90,4, The machine dispensed some of the,competitor,60_90_1,many_some,quantifier,307,26,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,2
1,6.2034,60,4, The machine dispensed some of the orange ones.,target,60_90_1,many_some,color,307,26,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,2
0,6.2034,90,4, The machine dispensed some of the orange ones.,competitor,60_90_1,many_some,color,307,26,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,2
1,6.2034,60,4, The machine dispensed,competitor,60_90_2,many_some,prior,307,27,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
0,6.2034,90,4, The machine dispensed,target,60_90_2,many_some,prior,307,27,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
0,6.2034,60,4, The machine dispensed many of the,competitor,60_90_2,many_some,quantifier,307,27,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
1,6.2034,90,4, The machine dispensed many of the,target,60_90_2,many_some,quantifier,307,27,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
0,6.2034,60,4, The machine dispensed many of the orange ones.,competitor,60_90_2,many_some,color,307,27,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
1,6.2034,90,4, The machine dispensed many of the orange ones.,target,60_90_2,many_some,color,307,27,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
1,6.2034,60,4, The machine dispensed,target,25_60_2,many_some,prior,307,28,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,4
0,6.2034,25,4, The machine dispensed,competitor,25_60_2,many_some,prior,307,28,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,4
0,6.2034,60,4, The machine dispensed some of the,target,25_60_2,many_some,quantifier,307,28,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,4
1,6.2034,25,4, The machine dispensed some of the,competitor,25_60_2,many_some,quantifier,307,28,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,4
1,6.2034,60,4, The machine dispensed some of the blue ones.,target,25_60_2,many_some,color,307,28,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,4
0,6.2034,25,4, The machine dispensed some of the blue ones.,competitor,25_60_2,many_some,color,307,28,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,4
1,6.2034,100,4, The machine dispensed,competitor,75_100_1,many_some,prior,307,29,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,5
0,6.2034,75,4, The machine dispensed,target,75_100_1,many_some,prior,307,29,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,5
1,6.2034,100,4, The machine dispensed many of the,competitor,75_100_1,many_some,quantifier,307,29,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,5
0,6.2034,75,4, The machine dispensed many of the,target,75_100_1,many_some,quantifier,307,29,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,5
0,6.2034,100,4, The machine dispensed many of the orange ones.,competitor,75_100_1,many_some,color,307,29,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,5
1,6.2034,75,4, The machine dispensed many of the orange ones.,target,75_100_1,many_some,color,307,29,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,5
0,6.2034,100,4, The machine dispensed,target,75_100_2,many_some,prior,307,30,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
1,6.2034,75,4, The machine dispensed,competitor,75_100_2,many_some,prior,307,30,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,100,4, The machine dispensed all of the,target,75_100_2,many_some,quantifier,307,30,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
0,6.2034,75,4, The machine dispensed all of the,competitor,75_100_2,many_some,quantifier,307,30,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,100,4, The machine dispensed all of the orange ones.,target,75_100_2,many_some,color,307,30,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
0,6.2034,75,4, The machine dispensed all of the orange ones.,competitor,75_100_2,many_some,color,307,30,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,90,4, The machine dispensed,target,90_0_1,many_some,prior,307,31,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
0,6.2034,0,4, The machine dispensed,competitor,90_0_1,many_some,prior,307,31,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
0,6.2034,90,4, The machine dispensed many of the,target,90_0_1,many_some,quantifier,307,31,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
1,6.2034,0,4, The machine dispensed many of the,competitor,90_0_1,many_some,quantifier,307,31,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
1,6.2034,90,4, The machine dispensed many of the orange ones.,target,90_0_1,many_some,color,307,31,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,7
0,6.2034,0,4, The machine dispensed many of the orange ones.,competitor,90_0_1,many_some,color,307,31,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,7
1,6.2034,60,4, The machine dispensed,competitor,25_60_1,many_some,prior,307,32,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,8
0,6.2034,25,4, The machine dispensed,target,25_60_1,many_some,prior,307,32,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,8
1,6.2034,60,4, The machine dispensed some of the,competitor,25_60_1,many_some,quantifier,307,32,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,8
0,6.2034,25,4, The machine dispensed some of the,target,25_60_1,many_some,quantifier,307,32,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,8
0,6.2034,60,4, The machine dispensed some of the blue ones.,competitor,25_60_1,many_some,color,307,32,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,8
1,6.2034,25,4, The machine dispensed some of the blue ones.,target,25_60_1,many_some,color,307,32,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,8
1,6.2034,0,5, The machine dispensed,competitor,90_0_1,many_some,prior,307,33,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,1
0,6.2034,90,5, The machine dispensed,target,90_0_1,many_some,prior,307,33,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,1
0,6.2034,0,5, The machine dispensed many of the,competitor,90_0_1,many_some,quantifier,307,33,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,1
1,6.2034,90,5, The machine dispensed many of the,target,90_0_1,many_some,quantifier,307,33,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,1
0,6.2034,0,5, The machine dispensed many of the blue ones.,competitor,90_0_1,many_some,color,307,33,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,1
1,6.2034,90,5, The machine dispensed many of the blue ones.,target,90_0_1,many_some,color,307,33,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,1
1,6.2034,60,5, The machine dispensed,competitor,60_90_2,many_some,prior,307,34,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,2
0,6.2034,90,5, The machine dispensed,target,60_90_2,many_some,prior,307,34,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,2
1,6.2034,60,5, The machine dispensed many of the,competitor,60_90_2,many_some,quantifier,307,34,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,2
0,6.2034,90,5, The machine dispensed many of the,target,60_90_2,many_some,quantifier,307,34,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,2
1,6.2034,60,5, The machine dispensed many of the orange ones.,competitor,60_90_2,many_some,color,307,34,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,2
0,6.2034,90,5, The machine dispensed many of the orange ones.,target,60_90_2,many_some,color,307,34,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,2
1,6.2034,0,5, The machine dispensed,target,90_0_2,many_some,prior,307,35,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,3
0,6.2034,90,5, The machine dispensed,competitor,90_0_2,many_some,prior,307,35,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,3
1,6.2034,0,5, The machine dispensed none of the,target,90_0_2,many_some,quantifier,307,35,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,3
0,6.2034,90,5, The machine dispensed none of the,competitor,90_0_2,many_some,quantifier,307,35,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,3
1,6.2034,0,5, The machine dispensed none of the orange ones.,target,90_0_2,many_some,color,307,35,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,3
0,6.2034,90,5, The machine dispensed none of the orange ones.,competitor,90_0_2,many_some,color,307,35,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,3
1,6.2034,60,5, The machine dispensed,target,60_90_1,many_some,prior,307,36,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,4
0,6.2034,90,5, The machine dispensed,competitor,60_90_1,many_some,prior,307,36,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,4
1,6.2034,60,5, The machine dispensed some of the,target,60_90_1,many_some,quantifier,307,36,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,4
0,6.2034,90,5, The machine dispensed some of the,competitor,60_90_1,many_some,quantifier,307,36,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,4
1,6.2034,60,5, The machine dispensed some of the orange ones.,target,60_90_1,many_some,color,307,36,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,4
0,6.2034,90,5, The machine dispensed some of the orange ones.,competitor,60_90_1,many_some,color,307,36,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,4
1,6.2034,25,5, The machine dispensed,target,25_60_1,many_some,prior,307,37,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,5
0,6.2034,60,5, The machine dispensed,competitor,25_60_1,many_some,prior,307,37,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,5
0,6.2034,25,5, The machine dispensed some of the,target,25_60_1,many_some,quantifier,307,37,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,5
1,6.2034,60,5, The machine dispensed some of the,competitor,25_60_1,many_some,quantifier,307,37,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,5
1,6.2034,25,5, The machine dispensed some of the orange ones.,target,25_60_1,many_some,color,307,37,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,5
0,6.2034,60,5, The machine dispensed some of the orange ones.,competitor,25_60_1,many_some,color,307,37,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,5
1,6.2034,75,5, The machine dispensed,competitor,75_100_2,many_some,prior,307,38,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
0,6.2034,100,5, The machine dispensed,target,75_100_2,many_some,prior,307,38,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
0,6.2034,75,5, The machine dispensed all of the,competitor,75_100_2,many_some,quantifier,307,38,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
1,6.2034,100,5, The machine dispensed all of the,target,75_100_2,many_some,quantifier,307,38,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
0,6.2034,75,5, The machine dispensed all of the blue ones.,competitor,75_100_2,many_some,color,307,38,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,6
1,6.2034,100,5, The machine dispensed all of the blue ones.,target,75_100_2,many_some,color,307,38,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,6
1,6.2034,100,5, The machine dispensed,competitor,75_100_1,many_some,prior,307,39,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,7
0,6.2034,75,5, The machine dispensed,target,75_100_1,many_some,prior,307,39,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,7
0,6.2034,100,5, The machine dispensed many of the,competitor,75_100_1,many_some,quantifier,307,39,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,7
1,6.2034,75,5, The machine dispensed many of the,target,75_100_1,many_some,quantifier,307,39,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,7
0,6.2034,100,5, The machine dispensed many of the orange ones.,competitor,75_100_1,many_some,color,307,39,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,7
1,6.2034,75,5, The machine dispensed many of the orange ones.,target,75_100_1,many_some,color,307,39,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,7
0,6.2034,25,5, The machine dispensed,competitor,25_60_2,many_some,prior,307,40,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,8
1,6.2034,60,5, The machine dispensed,target,25_60_2,many_some,prior,307,40,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,8
0,6.2034,25,5, The machine dispensed some of the,competitor,25_60_2,many_some,quantifier,307,40,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,8
1,6.2034,60,5, The machine dispensed some of the,target,25_60_2,many_some,quantifier,307,40,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,8
0,6.2034,25,5, The machine dispensed some of the blue ones.,competitor,25_60_2,many_some,color,307,40,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,8
1,6.2034,60,5, The machine dispensed some of the blue ones.,target,25_60_2,many_some,color,307,40,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,8
0,6.2034,60,6, The machine dispensed,competitor,60_90_2,many_some,prior,307,41,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,1
1,6.2034,90,6, The machine dispensed,target,60_90_2,many_some,prior,307,41,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,1
1,6.2034,60,6, The machine dispensed many of the,competitor,60_90_2,many_some,quantifier,307,41,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,1
0,6.2034,90,6, The machine dispensed many of the,target,60_90_2,many_some,quantifier,307,41,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,1
0,6.2034,60,6, The machine dispensed many of the orange ones.,competitor,60_90_2,many_some,color,307,41,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,1
1,6.2034,90,6, The machine dispensed many of the orange ones.,target,60_90_2,many_some,color,307,41,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,1
1,6.2034,90,6, The machine dispensed,competitor,60_90_1,many_some,prior,307,42,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,2
0,6.2034,60,6, The machine dispensed,target,60_90_1,many_some,prior,307,42,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,2
0,6.2034,90,6, The machine dispensed some of the,competitor,60_90_1,many_some,quantifier,307,42,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,2
1,6.2034,60,6, The machine dispensed some of the,target,60_90_1,many_some,quantifier,307,42,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,2
0,6.2034,90,6, The machine dispensed some of the blue ones.,competitor,60_90_1,many_some,color,307,42,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",orange,1,2
1,6.2034,60,6, The machine dispensed some of the blue ones.,target,60_90_1,many_some,color,307,42,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",blue,2,2
1,6.2034,100,6, The machine dispensed,target,75_100_2,many_some,prior,307,43,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
0,6.2034,75,6, The machine dispensed,competitor,75_100_2,many_some,prior,307,43,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
1,6.2034,100,6, The machine dispensed all of the,target,75_100_2,many_some,quantifier,307,43,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",blue,1,3
0,6.2034,75,6, The machine dispensed all of the,competitor,75_100_2,many_some,quantifier,307,43,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",orange,2,3
