quantifier,Answer.time_in_minutes,block_trial,utterance_label,color,type,position,Answer.bonus,label,utterance,trial,Answer.condition,clicked,percentage,init_images,workerid,block
none,7.771733333333334,4,color,orange,40_0_2,1,144,competitor, The machine dispensed none of the blue ones.,48,many_many,0,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
none,7.771733333333334,4,color,blue,40_0_2,2,144,target, The machine dispensed none of the blue ones.,48,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
many,7.771733333333334,5,quantifier,orange,50_90_2,1,144,target, The machine dispensed many of the,49,many_many,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
many,7.771733333333334,5,quantifier,blue,50_90_2,2,144,competitor, The machine dispensed many of the,49,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
many,7.771733333333334,5,color,orange,50_90_2,1,144,target, The machine dispensed many of the orange ones.,49,many_many,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
many,7.771733333333334,5,color,blue,50_90_2,2,144,competitor, The machine dispensed many of the orange ones.,49,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
many,7.771733333333334,6,quantifier,blue,50_90_1,1,144,target, The machine dispensed many of the,50,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
many,7.771733333333334,6,quantifier,orange,50_90_1,2,144,competitor, The machine dispensed many of the,50,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
many,7.771733333333334,6,color,blue,50_90_1,1,144,target, The machine dispensed many of the blue ones.,50,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
many,7.771733333333334,6,color,orange,50_90_1,2,144,competitor, The machine dispensed many of the blue ones.,50,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
some,7.771733333333334,7,quantifier,orange,40_0_1,1,144,competitor, The machine dispensed some of the,51,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
some,7.771733333333334,7,quantifier,blue,40_0_1,2,144,target, The machine dispensed some of the,51,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
some,7.771733333333334,7,color,orange,40_0_1,1,144,competitor, The machine dispensed some of the blue ones.,51,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
some,7.771733333333334,7,color,blue,40_0_1,2,144,target, The machine dispensed some of the blue ones.,51,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,6
all,7.771733333333334,8,quantifier,blue,25_100_2,1,144,competitor, The machine dispensed all of the,52,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
all,7.771733333333334,8,quantifier,orange,25_100_2,2,144,target, The machine dispensed all of the,52,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
all,7.771733333333334,8,color,blue,25_100_2,1,144,competitor, The machine dispensed all of the orange ones.,52,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
all,7.771733333333334,8,color,orange,25_100_2,2,144,target, The machine dispensed all of the orange ones.,52,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,6
many,7.771733333333334,1,quantifier,blue,25_50_2,1,144,competitor, The machine dispensed many of the,53,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
many,7.771733333333334,1,quantifier,orange,25_50_2,2,144,target, The machine dispensed many of the,53,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
many,7.771733333333334,1,color,blue,25_50_2,1,144,competitor, The machine dispensed many of the orange ones.,53,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
many,7.771733333333334,1,color,orange,25_50_2,2,144,target, The machine dispensed many of the orange ones.,53,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,2,quantifier,orange,40_0_1,1,144,target, The machine dispensed some of the,54,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
some,7.771733333333334,2,quantifier,blue,40_0_1,2,144,competitor, The machine dispensed some of the,54,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
some,7.771733333333334,2,color,orange,40_0_1,1,144,target, The machine dispensed some of the orange ones.,54,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
some,7.771733333333334,2,color,blue,40_0_1,2,144,competitor, The machine dispensed some of the orange ones.,54,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
some,7.771733333333334,3,quantifier,blue,25_100_1,1,144,target, The machine dispensed some of the,55,many_many,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,3,quantifier,orange,25_100_1,2,144,competitor, The machine dispensed some of the,55,many_many,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,3,color,blue,25_100_1,1,144,target, The machine dispensed some of the blue ones.,55,many_many,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,3,color,orange,25_100_1,2,144,competitor, The machine dispensed some of the blue ones.,55,many_many,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,4,quantifier,blue,25_50_1,1,144,competitor, The machine dispensed some of the,56,many_many,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,4,quantifier,orange,25_50_1,2,144,target, The machine dispensed some of the,56,many_many,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,4,color,blue,25_50_1,1,144,competitor, The machine dispensed some of the orange ones.,56,many_many,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
some,7.771733333333334,4,color,orange,25_50_1,2,144,target, The machine dispensed some of the orange ones.,56,many_many,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
none,7.771733333333334,5,quantifier,blue,40_0_2,1,144,target, The machine dispensed none of the,57,many_many,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
none,7.771733333333334,5,quantifier,orange,40_0_2,2,144,competitor, The machine dispensed none of the,57,many_many,0,40,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
none,7.771733333333334,5,color,blue,40_0_2,1,144,target, The machine dispensed none of the blue ones.,57,many_many,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
none,7.771733333333334,5,color,orange,40_0_2,2,144,competitor, The machine dispensed none of the blue ones.,57,many_many,0,40,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,7
many,7.771733333333334,6,quantifier,orange,50_90_2,1,144,target, The machine dispensed many of the,58,many_many,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,6,quantifier,blue,50_90_2,2,144,competitor, The machine dispensed many of the,58,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,6,color,orange,50_90_2,1,144,target, The machine dispensed many of the orange ones.,58,many_many,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,6,color,blue,50_90_2,2,144,competitor, The machine dispensed many of the orange ones.,58,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
all,7.771733333333334,7,quantifier,orange,25_100_2,1,144,competitor, The machine dispensed all of the,59,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
all,7.771733333333334,7,quantifier,blue,25_100_2,2,144,target, The machine dispensed all of the,59,many_many,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
all,7.771733333333334,7,color,orange,25_100_2,1,144,competitor, The machine dispensed all of the blue ones.,59,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
all,7.771733333333334,7,color,blue,25_100_2,2,144,target, The machine dispensed all of the blue ones.,59,many_many,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,8,quantifier,orange,50_90_1,1,144,target, The machine dispensed many of the,60,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,8,quantifier,blue,50_90_1,2,144,competitor, The machine dispensed many of the,60,many_many,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,8,color,orange,50_90_1,1,144,target, The machine dispensed many of the orange ones.,60,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,8,color,blue,50_90_1,2,144,competitor, The machine dispensed many of the orange ones.,60,many_many,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,7
many,7.771733333333334,1,quantifier,orange,25_50_2,1,144,target, The machine dispensed many of the,61,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,1,quantifier,blue,25_50_2,2,144,competitor, The machine dispensed many of the,61,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,1,color,orange,25_50_2,1,144,target, The machine dispensed many of the orange ones.,61,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,1,color,blue,25_50_2,2,144,competitor, The machine dispensed many of the orange ones.,61,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,2,quantifier,orange,50_90_1,1,144,target, The machine dispensed many of the,62,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,2,quantifier,blue,50_90_1,2,144,competitor, The machine dispensed many of the,62,many_many,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,2,color,orange,50_90_1,1,144,target, The machine dispensed many of the orange ones.,62,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,2,color,blue,50_90_1,2,144,competitor, The machine dispensed many of the orange ones.,62,many_many,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
many,7.771733333333334,3,quantifier,blue,50_90_2,1,144,target, The machine dispensed many of the,63,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
many,7.771733333333334,3,quantifier,orange,50_90_2,2,144,competitor, The machine dispensed many of the,63,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
many,7.771733333333334,3,color,blue,50_90_2,1,144,target, The machine dispensed many of the blue ones.,63,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
many,7.771733333333334,3,color,orange,50_90_2,2,144,competitor, The machine dispensed many of the blue ones.,63,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
some,7.771733333333334,4,quantifier,orange,25_100_1,1,144,target, The machine dispensed some of the,64,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
some,7.771733333333334,4,quantifier,blue,25_100_1,2,144,competitor, The machine dispensed some of the,64,many_many,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
some,7.771733333333334,4,color,orange,25_100_1,1,144,target, The machine dispensed some of the orange ones.,64,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
some,7.771733333333334,4,color,blue,25_100_1,2,144,competitor, The machine dispensed some of the orange ones.,64,many_many,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
all,7.771733333333334,5,quantifier,blue,25_100_2,1,144,target, The machine dispensed all of the,65,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
all,7.771733333333334,5,quantifier,orange,25_100_2,2,144,competitor, The machine dispensed all of the,65,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
all,7.771733333333334,5,color,blue,25_100_2,1,144,target, The machine dispensed all of the blue ones.,65,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
all,7.771733333333334,5,color,orange,25_100_2,2,144,competitor, The machine dispensed all of the blue ones.,65,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
some,7.771733333333334,6,quantifier,blue,40_0_1,1,144,target, The machine dispensed some of the,66,many_many,1,40,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
some,7.771733333333334,6,quantifier,orange,40_0_1,2,144,competitor, The machine dispensed some of the,66,many_many,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
some,7.771733333333334,6,color,blue,40_0_1,1,144,target, The machine dispensed some of the blue ones.,66,many_many,1,40,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
some,7.771733333333334,6,color,orange,40_0_1,2,144,competitor, The machine dispensed some of the blue ones.,66,many_many,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
some,7.771733333333334,7,quantifier,orange,25_50_1,1,144,competitor, The machine dispensed some of the,67,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
some,7.771733333333334,7,quantifier,blue,25_50_1,2,144,target, The machine dispensed some of the,67,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
some,7.771733333333334,7,color,orange,25_50_1,1,144,competitor, The machine dispensed some of the blue ones.,67,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
some,7.771733333333334,7,color,blue,25_50_1,2,144,target, The machine dispensed some of the blue ones.,67,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,8
none,7.771733333333334,8,quantifier,blue,40_0_2,1,144,target, The machine dispensed none of the,68,many_many,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
none,7.771733333333334,8,quantifier,orange,40_0_2,2,144,competitor, The machine dispensed none of the,68,many_many,0,40,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
none,7.771733333333334,8,color,blue,40_0_2,1,144,target, The machine dispensed none of the blue ones.,68,many_many,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
none,7.771733333333334,8,color,orange,40_0_2,2,144,competitor, The machine dispensed none of the blue ones.,68,many_many,0,40,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,8
all,8.11285,1,quantifier,blue,0_100_2,1,189,target, The machine dispensed all of the,1,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
all,8.11285,1,quantifier,orange,0_100_2,2,189,competitor, The machine dispensed all of the,1,many_many,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
all,8.11285,1,color,blue,0_100_2,1,189,target, The machine dispensed all of the blue ones.,1,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
all,8.11285,1,color,orange,0_100_2,2,189,competitor, The machine dispensed all of the blue ones.,1,many_many,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
none,8.11285,2,quantifier,orange,0_100_1,1,189,competitor, The machine dispensed none of the,2,many_many,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,0
none,8.11285,2,quantifier,blue,0_100_1,2,189,target, The machine dispensed none of the,2,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,0
none,8.11285,2,color,orange,0_100_1,1,189,competitor, The machine dispensed none of the blue ones.,2,many_many,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,0
none,8.11285,2,color,blue,0_100_1,2,189,target, The machine dispensed none of the blue ones.,2,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,0
all,8.11285,3,quantifier,blue,0_100_2,1,189,target, The machine dispensed all of the,3,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
all,8.11285,3,quantifier,orange,0_100_2,2,189,competitor, The machine dispensed all of the,3,many_many,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
all,8.11285,3,color,blue,0_100_2,1,189,target, The machine dispensed all of the blue ones.,3,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
all,8.11285,3,color,orange,0_100_2,2,189,competitor, The machine dispensed all of the blue ones.,3,many_many,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
none,8.11285,4,quantifier,blue,0_100_1,1,189,competitor, The machine dispensed none of the,4,many_many,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
none,8.11285,4,quantifier,orange,0_100_1,2,189,target, The machine dispensed none of the,4,many_many,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
none,8.11285,4,color,blue,0_100_1,1,189,competitor, The machine dispensed none of the orange ones.,4,many_many,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
none,8.11285,4,color,orange,0_100_1,2,189,target, The machine dispensed none of the orange ones.,4,many_many,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,0
some,8.11285,1,quantifier,blue,25_100_1,1,189,competitor, The machine dispensed some of the,5,many_many,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
some,8.11285,1,quantifier,orange,25_100_1,2,189,target, The machine dispensed some of the,5,many_many,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
some,8.11285,1,color,blue,25_100_1,1,189,competitor, The machine dispensed some of the orange ones.,5,many_many,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
some,8.11285,1,color,orange,25_100_1,2,189,target, The machine dispensed some of the orange ones.,5,many_many,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,2,quantifier,orange,50_90_1,1,189,competitor, The machine dispensed many of the,6,many_many,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
many,8.11285,2,quantifier,blue,50_90_1,2,189,target, The machine dispensed many of the,6,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
many,8.11285,2,color,orange,50_90_1,1,189,competitor, The machine dispensed many of the blue ones.,6,many_many,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
many,8.11285,2,color,blue,50_90_1,2,189,target, The machine dispensed many of the blue ones.,6,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,3,quantifier,orange,25_50_1,1,189,target, The machine dispensed some of the,7,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,3,quantifier,blue,25_50_1,2,189,competitor, The machine dispensed some of the,7,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,3,color,orange,25_50_1,1,189,target, The machine dispensed some of the orange ones.,7,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,3,color,blue,25_50_1,2,189,competitor, The machine dispensed some of the orange ones.,7,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
many,8.11285,4,quantifier,blue,25_50_2,1,189,target, The machine dispensed many of the,8,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,4,quantifier,orange,25_50_2,2,189,competitor, The machine dispensed many of the,8,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,4,color,blue,25_50_2,1,189,target, The machine dispensed many of the blue ones.,8,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,4,color,orange,25_50_2,2,189,competitor, The machine dispensed many of the blue ones.,8,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
all,8.11285,5,quantifier,blue,25_100_2,1,189,target, The machine dispensed all of the,9,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
all,8.11285,5,quantifier,orange,25_100_2,2,189,competitor, The machine dispensed all of the,9,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
all,8.11285,5,color,blue,25_100_2,1,189,target, The machine dispensed all of the blue ones.,9,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
all,8.11285,5,color,orange,25_100_2,2,189,competitor, The machine dispensed all of the blue ones.,9,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,6,quantifier,blue,50_90_2,1,189,target, The machine dispensed many of the,10,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,6,quantifier,orange,50_90_2,2,189,competitor, The machine dispensed many of the,10,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,6,color,blue,50_90_2,1,189,target, The machine dispensed many of the blue ones.,10,many_many,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
many,8.11285,6,color,orange,50_90_2,2,189,competitor, The machine dispensed many of the blue ones.,10,many_many,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,1
some,8.11285,7,quantifier,orange,40_0_1,1,189,competitor, The machine dispensed some of the,11,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,7,quantifier,blue,40_0_1,2,189,target, The machine dispensed some of the,11,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,7,color,orange,40_0_1,1,189,competitor, The machine dispensed some of the blue ones.,11,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,7,color,blue,40_0_1,2,189,target, The machine dispensed some of the blue ones.,11,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
none,8.11285,8,quantifier,orange,40_0_2,1,189,competitor, The machine dispensed none of the,12,many_many,0,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
none,8.11285,8,quantifier,blue,40_0_2,2,189,target, The machine dispensed none of the,12,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
none,8.11285,8,color,orange,40_0_2,1,189,competitor, The machine dispensed none of the blue ones.,12,many_many,0,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
none,8.11285,8,color,blue,40_0_2,2,189,target, The machine dispensed none of the blue ones.,12,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,1
some,8.11285,1,quantifier,orange,25_50_1,1,189,competitor, The machine dispensed some of the,13,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,1,quantifier,blue,25_50_1,2,189,target, The machine dispensed some of the,13,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,1,color,orange,25_50_1,1,189,competitor, The machine dispensed some of the blue ones.,13,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,1,color,blue,25_50_1,2,189,target, The machine dispensed some of the blue ones.,13,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
many,8.11285,2,quantifier,orange,50_90_2,1,189,target, The machine dispensed many of the,14,many_many,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
many,8.11285,2,quantifier,blue,50_90_2,2,189,competitor, The machine dispensed many of the,14,many_many,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
many,8.11285,2,color,orange,50_90_2,1,189,target, The machine dispensed many of the orange ones.,14,many_many,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
many,8.11285,2,color,blue,50_90_2,2,189,competitor, The machine dispensed many of the orange ones.,14,many_many,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
many,8.11285,3,quantifier,blue,50_90_1,1,189,target, The machine dispensed many of the,15,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
many,8.11285,3,quantifier,orange,50_90_1,2,189,competitor, The machine dispensed many of the,15,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
many,8.11285,3,color,blue,50_90_1,1,189,target, The machine dispensed many of the blue ones.,15,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
many,8.11285,3,color,orange,50_90_1,2,189,competitor, The machine dispensed many of the blue ones.,15,many_many,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
all,8.11285,4,quantifier,blue,25_100_2,1,189,competitor, The machine dispensed all of the,16,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
all,8.11285,4,quantifier,orange,25_100_2,2,189,target, The machine dispensed all of the,16,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
all,8.11285,4,color,blue,25_100_2,1,189,competitor, The machine dispensed all of the orange ones.,16,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
all,8.11285,4,color,orange,25_100_2,2,189,target, The machine dispensed all of the orange ones.,16,many_many,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
none,8.11285,5,quantifier,orange,40_0_2,1,189,competitor, The machine dispensed none of the,17,many_many,0,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
none,8.11285,5,quantifier,blue,40_0_2,2,189,target, The machine dispensed none of the,17,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
none,8.11285,5,color,orange,40_0_2,1,189,competitor, The machine dispensed none of the blue ones.,17,many_many,0,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
none,8.11285,5,color,blue,40_0_2,2,189,target, The machine dispensed none of the blue ones.,17,many_many,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
many,8.11285,6,quantifier,blue,25_50_2,1,189,target, The machine dispensed many of the,18,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
many,8.11285,6,quantifier,orange,25_50_2,2,189,competitor, The machine dispensed many of the,18,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
many,8.11285,6,color,blue,25_50_2,1,189,target, The machine dispensed many of the blue ones.,18,many_many,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
many,8.11285,6,color,orange,25_50_2,2,189,competitor, The machine dispensed many of the blue ones.,18,many_many,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,2
some,8.11285,7,quantifier,orange,40_0_1,1,189,target, The machine dispensed some of the,19,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,7,quantifier,blue,40_0_1,2,189,competitor, The machine dispensed some of the,19,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,7,color,orange,40_0_1,1,189,target, The machine dispensed some of the orange ones.,19,many_many,1,40,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,7,color,blue,40_0_1,2,189,competitor, The machine dispensed some of the orange ones.,19,many_many,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,8,quantifier,orange,25_100_1,1,189,competitor, The machine dispensed some of the,20,many_many,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,8,quantifier,blue,25_100_1,2,189,target, The machine dispensed some of the,20,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,8,color,orange,25_100_1,1,189,competitor, The machine dispensed some of the blue ones.,20,many_many,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
some,8.11285,8,color,blue,25_100_1,2,189,target, The machine dispensed some of the blue ones.,20,many_many,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,2
all,8.11285,1,quantifier,orange,25_100_2,1,189,competitor, The machine dispensed all of the,21,many_many,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,3
all,8.11285,1,quantifier,blue,25_100_2,2,189,target, The machine dispensed all of the,21,many_many,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,3
