percentage,quantifier,Answer.bonus,trial,utterance,utterance_label,color,Answer.condition,block,label,clicked,type,position,Answer.time_in_minutes,block_trial,init_images,workerid
100,none,195,4, The machine dispensed none of the,quantifier,blue,most,0,competitor,0,0_100_1,1,5.688816666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,4, The machine dispensed none of the,quantifier,orange,most,0,target,1,0_100_1,2,5.688816666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,none,195,4, The machine dispensed none of the orange ones.,color,blue,most,0,competitor,0,0_100_1,1,5.688816666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,4, The machine dispensed none of the orange ones.,color,orange,most,0,target,1,0_100_1,2,5.688816666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,5, The machine dispensed none of the,quantifier,blue,most,1,competitor,0,40_0_2,1,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,5, The machine dispensed none of the,quantifier,orange,most,1,target,1,40_0_2,2,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,5, The machine dispensed none of the orange ones.,color,blue,most,1,competitor,0,40_0_2,1,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,5, The machine dispensed none of the orange ones.,color,orange,most,1,target,1,40_0_2,2,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,6, The machine dispensed some of the,quantifier,orange,most,1,target,1,25_100_1,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,some,195,6, The machine dispensed some of the,quantifier,blue,most,1,competitor,0,25_100_1,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,6, The machine dispensed some of the orange ones.,color,orange,most,1,target,1,25_100_1,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,some,195,6, The machine dispensed some of the orange ones.,color,blue,most,1,competitor,0,25_100_1,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,7, The machine dispensed most of the,quantifier,orange,most,1,competitor,1,60_90_1,1,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,7, The machine dispensed most of the,quantifier,blue,most,1,target,0,60_90_1,2,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,7, The machine dispensed most of the blue ones.,color,orange,most,1,competitor,0,60_90_1,1,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,7, The machine dispensed most of the blue ones.,color,blue,most,1,target,1,60_90_1,2,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,8, The machine dispensed most of the,quantifier,orange,most,1,target,1,60_90_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,8, The machine dispensed most of the,quantifier,blue,most,1,competitor,0,60_90_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,8, The machine dispensed most of the orange ones.,color,orange,most,1,target,1,60_90_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,8, The machine dispensed most of the orange ones.,color,blue,most,1,competitor,0,60_90_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,some,195,9, The machine dispensed some of the,quantifier,orange,most,1,competitor,0,40_0_1,1,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,some,195,9, The machine dispensed some of the,quantifier,blue,most,1,target,1,40_0_1,2,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,some,195,9, The machine dispensed some of the blue ones.,color,orange,most,1,competitor,0,40_0_1,1,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,some,195,9, The machine dispensed some of the blue ones.,color,blue,most,1,target,1,40_0_1,2,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,10, The machine dispensed most of the,quantifier,orange,most,1,target,1,25_60_2,1,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,10, The machine dispensed most of the,quantifier,blue,most,1,competitor,0,25_60_2,2,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,10, The machine dispensed most of the orange ones.,color,orange,most,1,target,1,25_60_2,1,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,10, The machine dispensed most of the orange ones.,color,blue,most,1,competitor,0,25_60_2,2,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,11, The machine dispensed some of the,quantifier,blue,most,1,target,1,25_60_1,1,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,some,195,11, The machine dispensed some of the,quantifier,orange,most,1,competitor,0,25_60_1,2,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,11, The machine dispensed some of the blue ones.,color,blue,most,1,target,1,25_60_1,1,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,some,195,11, The machine dispensed some of the blue ones.,color,orange,most,1,competitor,0,25_60_1,2,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,all,195,12, The machine dispensed all of the,quantifier,blue,most,1,competitor,0,25_100_2,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,all,195,12, The machine dispensed all of the,quantifier,orange,most,1,target,1,25_100_2,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,all,195,12, The machine dispensed all of the orange ones.,color,blue,most,1,competitor,0,25_100_2,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,all,195,12, The machine dispensed all of the orange ones.,color,orange,most,1,target,1,25_100_2,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,13, The machine dispensed none of the,quantifier,orange,most,2,competitor,0,40_0_2,1,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,none,195,13, The machine dispensed none of the,quantifier,blue,most,2,target,1,40_0_2,2,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,none,195,13, The machine dispensed none of the blue ones.,color,orange,most,2,competitor,0,40_0_2,1,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,none,195,13, The machine dispensed none of the blue ones.,color,blue,most,2,target,1,40_0_2,2,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,14, The machine dispensed most of the,quantifier,blue,most,2,target,1,60_90_2,1,5.688816666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,14, The machine dispensed most of the,quantifier,orange,most,2,competitor,0,60_90_2,2,5.688816666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,14, The machine dispensed most of the blue ones.,color,blue,most,2,target,1,60_90_2,1,5.688816666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,14, The machine dispensed most of the blue ones.,color,orange,most,2,competitor,0,60_90_2,2,5.688816666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,some,195,15, The machine dispensed some of the,quantifier,blue,most,2,target,1,40_0_1,1,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,some,195,15, The machine dispensed some of the,quantifier,orange,most,2,competitor,0,40_0_1,2,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,some,195,15, The machine dispensed some of the blue ones.,color,blue,most,2,target,1,40_0_1,1,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,some,195,15, The machine dispensed some of the blue ones.,color,orange,most,2,competitor,0,40_0_1,2,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,all,195,16, The machine dispensed all of the,quantifier,orange,most,2,target,1,25_100_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,all,195,16, The machine dispensed all of the,quantifier,blue,most,2,competitor,0,25_100_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,all,195,16, The machine dispensed all of the orange ones.,color,orange,most,2,target,1,25_100_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,all,195,16, The machine dispensed all of the orange ones.,color,blue,most,2,competitor,0,25_100_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,17, The machine dispensed most of the,quantifier,orange,most,2,competitor,0,25_60_2,1,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,17, The machine dispensed most of the,quantifier,blue,most,2,target,1,25_60_2,2,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,17, The machine dispensed most of the blue ones.,color,orange,most,2,competitor,0,25_60_2,1,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,17, The machine dispensed most of the blue ones.,color,blue,most,2,target,1,25_60_2,2,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,18, The machine dispensed some of the,quantifier,blue,most,2,target,1,25_100_1,1,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,some,195,18, The machine dispensed some of the,quantifier,orange,most,2,competitor,0,25_100_1,2,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,18, The machine dispensed some of the blue ones.,color,blue,most,2,target,1,25_100_1,1,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,some,195,18, The machine dispensed some of the blue ones.,color,orange,most,2,competitor,0,25_100_1,2,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,19, The machine dispensed some of the,quantifier,orange,most,2,target,1,25_60_1,1,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,19, The machine dispensed some of the,quantifier,blue,most,2,competitor,0,25_60_1,2,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,19, The machine dispensed some of the orange ones.,color,orange,most,2,target,1,25_60_1,1,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,19, The machine dispensed some of the orange ones.,color,blue,most,2,competitor,0,25_60_1,2,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,20, The machine dispensed most of the,quantifier,blue,most,2,competitor,1,60_90_1,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,20, The machine dispensed most of the,quantifier,orange,most,2,target,0,60_90_1,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,20, The machine dispensed most of the orange ones.,color,blue,most,2,competitor,0,60_90_1,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,20, The machine dispensed most of the orange ones.,color,orange,most,2,target,1,60_90_1,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,all,195,21, The machine dispensed all of the,quantifier,blue,most,3,competitor,0,25_100_2,1,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,all,195,21, The machine dispensed all of the,quantifier,orange,most,3,target,1,25_100_2,2,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,all,195,21, The machine dispensed all of the orange ones.,color,blue,most,3,competitor,0,25_100_2,1,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,all,195,21, The machine dispensed all of the orange ones.,color,orange,most,3,target,1,25_100_2,2,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,22, The machine dispensed most of the,quantifier,orange,most,3,target,1,25_60_2,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,22, The machine dispensed most of the,quantifier,blue,most,3,competitor,0,25_60_2,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,22, The machine dispensed most of the orange ones.,color,orange,most,3,target,1,25_60_2,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,22, The machine dispensed most of the orange ones.,color,blue,most,3,competitor,0,25_60_2,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,some,195,23, The machine dispensed some of the,quantifier,blue,most,3,competitor,0,25_100_1,1,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,23, The machine dispensed some of the,quantifier,orange,most,3,target,1,25_100_1,2,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,some,195,23, The machine dispensed some of the orange ones.,color,blue,most,3,competitor,0,25_100_1,1,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,23, The machine dispensed some of the orange ones.,color,orange,most,3,target,1,25_100_1,2,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,24, The machine dispensed none of the,quantifier,orange,most,3,target,1,40_0_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,none,195,24, The machine dispensed none of the,quantifier,blue,most,3,competitor,0,40_0_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,none,195,24, The machine dispensed none of the orange ones.,color,orange,most,3,target,1,40_0_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,none,195,24, The machine dispensed none of the orange ones.,color,blue,most,3,competitor,0,40_0_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,some,195,25, The machine dispensed some of the,quantifier,orange,most,3,competitor,0,40_0_1,1,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,some,195,25, The machine dispensed some of the,quantifier,blue,most,3,target,1,40_0_1,2,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,some,195,25, The machine dispensed some of the blue ones.,color,orange,most,3,competitor,0,40_0_1,1,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
40,some,195,25, The machine dispensed some of the blue ones.,color,blue,most,3,target,1,40_0_1,2,5.688816666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,26, The machine dispensed some of the,quantifier,orange,most,3,competitor,0,25_60_1,1,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,26, The machine dispensed some of the,quantifier,blue,most,3,target,1,25_60_1,2,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,26, The machine dispensed some of the blue ones.,color,orange,most,3,competitor,0,25_60_1,1,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,26, The machine dispensed some of the blue ones.,color,blue,most,3,target,1,25_60_1,2,5.688816666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,27, The machine dispensed most of the,quantifier,blue,most,3,target,1,60_90_2,1,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,27, The machine dispensed most of the,quantifier,orange,most,3,competitor,0,60_90_2,2,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,27, The machine dispensed most of the blue ones.,color,blue,most,3,target,1,60_90_2,1,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,27, The machine dispensed most of the blue ones.,color,orange,most,3,competitor,0,60_90_2,2,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,28, The machine dispensed most of the,quantifier,blue,most,3,target,0,60_90_1,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,28, The machine dispensed most of the,quantifier,orange,most,3,competitor,1,60_90_1,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,28, The machine dispensed most of the blue ones.,color,blue,most,3,target,1,60_90_1,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,28, The machine dispensed most of the blue ones.,color,orange,most,3,competitor,0,60_90_1,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,29, The machine dispensed most of the,quantifier,orange,most,4,competitor,1,60_90_1,1,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,29, The machine dispensed most of the,quantifier,blue,most,4,target,0,60_90_1,2,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,29, The machine dispensed most of the blue ones.,color,orange,most,4,competitor,0,60_90_1,1,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,29, The machine dispensed most of the blue ones.,color,blue,most,4,target,1,60_90_1,2,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,all,195,30, The machine dispensed all of the,quantifier,orange,most,4,competitor,0,25_100_2,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,all,195,30, The machine dispensed all of the,quantifier,blue,most,4,target,1,25_100_2,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,all,195,30, The machine dispensed all of the blue ones.,color,orange,most,4,competitor,0,25_100_2,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,all,195,30, The machine dispensed all of the blue ones.,color,blue,most,4,target,1,25_100_2,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,31, The machine dispensed most of the,quantifier,orange,most,4,target,1,25_60_2,1,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,31, The machine dispensed most of the,quantifier,blue,most,4,competitor,0,25_60_2,2,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,31, The machine dispensed most of the orange ones.,color,orange,most,4,target,1,25_60_2,1,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,most,195,31, The machine dispensed most of the orange ones.,color,blue,most,4,competitor,0,25_60_2,2,5.688816666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,32, The machine dispensed some of the,quantifier,orange,most,4,target,1,25_60_1,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,32, The machine dispensed some of the,quantifier,blue,most,4,competitor,0,25_60_1,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,32, The machine dispensed some of the orange ones.,color,orange,most,4,target,1,25_60_1,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,32, The machine dispensed some of the orange ones.,color,blue,most,4,competitor,0,25_60_1,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,33, The machine dispensed some of the,quantifier,blue,most,4,target,1,25_100_1,1,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,some,195,33, The machine dispensed some of the,quantifier,orange,most,4,competitor,0,25_100_1,2,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,33, The machine dispensed some of the blue ones.,color,blue,most,4,target,1,25_100_1,1,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,some,195,33, The machine dispensed some of the blue ones.,color,orange,most,4,competitor,0,25_100_1,2,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,some,195,34, The machine dispensed some of the,quantifier,blue,most,4,competitor,0,40_0_1,1,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,some,195,34, The machine dispensed some of the,quantifier,orange,most,4,target,1,40_0_1,2,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,some,195,34, The machine dispensed some of the orange ones.,color,blue,most,4,competitor,0,40_0_1,1,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,some,195,34, The machine dispensed some of the orange ones.,color,orange,most,4,target,1,40_0_1,2,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,35, The machine dispensed none of the,quantifier,blue,most,4,target,1,40_0_2,1,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,35, The machine dispensed none of the,quantifier,orange,most,4,competitor,0,40_0_2,2,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,35, The machine dispensed none of the blue ones.,color,blue,most,4,target,1,40_0_2,1,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,35, The machine dispensed none of the blue ones.,color,orange,most,4,competitor,0,40_0_2,2,5.688816666666667,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,36, The machine dispensed most of the,quantifier,blue,most,4,target,0,60_90_2,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,36, The machine dispensed most of the,quantifier,orange,most,4,competitor,1,60_90_2,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,36, The machine dispensed most of the blue ones.,color,blue,most,4,target,1,60_90_2,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,36, The machine dispensed most of the blue ones.,color,orange,most,4,competitor,0,60_90_2,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,37, The machine dispensed most of the,quantifier,blue,most,5,target,1,60_90_2,1,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,37, The machine dispensed most of the,quantifier,orange,most,5,competitor,0,60_90_2,2,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
90,most,195,37, The machine dispensed most of the blue ones.,color,blue,most,5,target,1,60_90_2,1,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,37, The machine dispensed most of the blue ones.,color,orange,most,5,competitor,0,60_90_2,2,5.688816666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
100,some,195,38, The machine dispensed some of the,quantifier,orange,most,5,competitor,0,25_100_1,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,38, The machine dispensed some of the,quantifier,blue,most,5,target,1,25_100_1,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,some,195,38, The machine dispensed some of the blue ones.,color,orange,most,5,competitor,0,25_100_1,1,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,some,195,38, The machine dispensed some of the blue ones.,color,blue,most,5,target,1,25_100_1,2,5.688816666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
0,none,195,39, The machine dispensed none of the,quantifier,blue,most,5,target,1,40_0_2,1,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,39, The machine dispensed none of the,quantifier,orange,most,5,competitor,0,40_0_2,2,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,none,195,39, The machine dispensed none of the blue ones.,color,blue,most,5,target,1,40_0_2,1,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,none,195,39, The machine dispensed none of the blue ones.,color,orange,most,5,competitor,0,40_0_2,2,5.688816666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,all,195,40, The machine dispensed all of the,quantifier,orange,most,5,competitor,0,25_100_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,all,195,40, The machine dispensed all of the,quantifier,blue,most,5,target,1,25_100_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
25,all,195,40, The machine dispensed all of the blue ones.,color,orange,most,5,competitor,0,25_100_2,1,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
100,all,195,40, The machine dispensed all of the blue ones.,color,blue,most,5,target,1,25_100_2,2,5.688816666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,41, The machine dispensed most of the,quantifier,blue,most,5,target,1,25_60_2,1,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,most,195,41, The machine dispensed most of the,quantifier,orange,most,5,competitor,0,25_60_2,2,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,41, The machine dispensed most of the blue ones.,color,blue,most,5,target,1,25_60_2,1,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,most,195,41, The machine dispensed most of the blue ones.,color,orange,most,5,competitor,0,25_60_2,2,5.688816666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,some,195,42, The machine dispensed some of the,quantifier,blue,most,5,competitor,0,40_0_1,1,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,some,195,42, The machine dispensed some of the,quantifier,orange,most,5,target,1,40_0_1,2,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
0,some,195,42, The machine dispensed some of the orange ones.,color,blue,most,5,competitor,0,40_0_1,1,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
40,some,195,42, The machine dispensed some of the orange ones.,color,orange,most,5,target,1,40_0_1,2,5.688816666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,most,195,43, The machine dispensed most of the,quantifier,orange,most,5,target,0,60_90_1,1,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,43, The machine dispensed most of the,quantifier,blue,most,5,competitor,1,60_90_1,2,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,most,195,43, The machine dispensed most of the orange ones.,color,orange,most,5,target,1,60_90_1,1,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
90,most,195,43, The machine dispensed most of the orange ones.,color,blue,most,5,competitor,0,60_90_1,2,5.688816666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
60,some,195,44, The machine dispensed some of the,quantifier,blue,most,5,competitor,0,25_60_1,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,44, The machine dispensed some of the,quantifier,orange,most,5,target,1,25_60_1,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
60,some,195,44, The machine dispensed some of the orange ones.,color,blue,most,5,competitor,0,25_60_1,1,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,44, The machine dispensed some of the orange ones.,color,orange,most,5,target,1,25_60_1,2,5.688816666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",1
25,some,195,45, The machine dispensed some of the,quantifier,orange,most,6,target,1,25_60_1,1,5.688816666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",1
