color,Answer.misread_instructions,description,workerid,Answer.time_in_minutes,Answer.condition,proportion
blue,,half,25,7.273116666666667,,40
orange,,none,25,7.273116666666667,,0
blue,,some,25,7.273116666666667,,25
orange,,none,25,7.273116666666667,,0
blue,,most,25,7.273116666666667,,90
orange,,a few,25,7.273116666666667,,10
blue,,half,25,7.273116666666667,,40
orange,,most,25,7.273116666666667,,75
blue,,none,25,7.273116666666667,,0
orange,,most,25,7.273116666666667,,75
blue,,most,25,7.273116666666667,,75
orange,,half,25,7.273116666666667,,50
blue,,half,25,7.273116666666667,,50
orange,,some,25,7.273116666666667,,25
blue,,half,25,7.273116666666667,,50
orange,,a third,25,7.273116666666667,,40
blue,,a third,25,7.273116666666667,,40
blue,,some,26,3.2780666666666667,,75
orange,,a little,26,3.2780666666666667,,40
blue,,most,26,3.2780666666666667,,90
orange,,most,26,3.2780666666666667,,90
blue,,some,26,3.2780666666666667,,60
orange,,all,26,3.2780666666666667,,100
blue,,some,26,3.2780666666666667,,60
orange,,a few,26,3.2780666666666667,,50
blue,,all,26,3.2780666666666667,,100
orange,,some,26,3.2780666666666667,,40
blue,,all,26,3.2780666666666667,,100
orange,,all,26,3.2780666666666667,,100
blue,,most,26,3.2780666666666667,,60
orange,,some,26,3.2780666666666667,,40
blue,,a few,26,3.2780666666666667,,25
orange,,a few,26,3.2780666666666667,,25
blue,,none,26,3.2780666666666667,,0
orange,, a few,26,3.2780666666666667,,25
blue,,most,26,3.2780666666666667,,90
orange,,all,26,3.2780666666666667,,100
blue,,some,26,3.2780666666666667,,25
orange,,most,26,3.2780666666666667,,50
blue,,some,26,3.2780666666666667,,40
orange,,some,26,3.2780666666666667,,40
blue,,some,26,3.2780666666666667,,40
orange,,a little,26,3.2780666666666667,,10
blue,,most,26,3.2780666666666667,,60
orange,,most,26,3.2780666666666667,,60
blue,,a few,26,3.2780666666666667,,10
orange,,none,26,3.2780666666666667,,0
blue,,some,27,4.9219,,10
orange,,none,27,4.9219,,0
blue,,all,27,4.9219,,100
orange,,most,27,4.9219,,90
blue,,half,27,4.9219,,40
orange,,more than half,27,4.9219,,60
blue,,most,27,4.9219,,75
orange,,all,27,4.9219,,100
blue,,half,27,4.9219,,50
orange,,most,27,4.9219,,75
blue,,half,27,4.9219,,60
orange,,few,27,4.9219,,10
blue,,few ,27,4.9219,,25
orange,,none,27,4.9219,,0
blue,,few,27,4.9219,,10
orange,,all,27,4.9219,,100
blue,,all,27,4.9219,,100
orange,,all,27,4.9219,,100
blue,,most,27,4.9219,,75
orange,,most,27,4.9219,,75
blue,,all,27,4.9219,,100
orange,,none,27,4.9219,,0
blue,,half,27,4.9219,,50
orange,,half,27,4.9219,,60
blue,,most,27,4.9219,,90
orange,,half,27,4.9219,,60
blue,,half,27,4.9219,,50
orange,,few,27,4.9219,,25
blue,,half,27,4.9219,,50
orange,,none,27,4.9219,,0
blue,,some,28,4.691683333333334,,25
orange,,some,28,4.691683333333334,,40
blue,,some,28,4.691683333333334,,60
orange,,most,28,4.691683333333334,,75
blue,,none,28,4.691683333333334,,0
orange,,all,28,4.691683333333334,,90
blue,,half,28,4.691683333333334,,40
orange,,half,28,4.691683333333334,,40
blue,,most,28,4.691683333333334,,90
orange,,some,28,4.691683333333334,,60
blue,,none,28,4.691683333333334,,0
orange,,some,28,4.691683333333334,,10
blue,,most,28,4.691683333333334,,75
orange,,most,28,4.691683333333334,,75
blue,,most,28,4.691683333333334,,75
orange,,half,28,4.691683333333334,,50
blue,,some,28,4.691683333333334,,60
orange,,some,28,4.691683333333334,,60
blue,,most,28,4.691683333333334,,75
orange,,none,28,4.691683333333334,,0
blue,,some,28,4.691683333333334,,40
orange,,none,28,4.691683333333334,,0
blue,,some,28,4.691683333333334,,25
orange,,none,28,4.691683333333334,,0
blue,,most,28,4.691683333333334,,60
orange,,some,28,4.691683333333334,,10
blue,,some,28,4.691683333333334,,40
orange,,most,28,4.691683333333334,,75
blue,,all,28,4.691683333333334,,100
orange,,most,28,4.691683333333334,,90
blue,,none,29,4.0689166666666665,,0
orange,,most,29,4.0689166666666665,,90
blue,,some,29,4.0689166666666665,,60
orange,,some,29,4.0689166666666665,,25
blue,,few,29,4.0689166666666665,,10
orange,,few,29,4.0689166666666665,,10
blue,,some,29,4.0689166666666665,,40
orange,,all,29,4.0689166666666665,,100
blue,,most,29,4.0689166666666665,,75
orange,,most,29,4.0689166666666665,,75
blue,,none,29,4.0689166666666665,,0
orange,,some,29,4.0689166666666665,,50
blue,,few,29,4.0689166666666665,,10
orange,,none,29,4.0689166666666665,,0
blue,,few,29,4.0689166666666665,,10
orange,,all,29,4.0689166666666665,,100
blue,,some,29,4.0689166666666665,,40
orange,,most,29,4.0689166666666665,,60
blue,,all,29,4.0689166666666665,,100
orange,,most,29,4.0689166666666665,,90
blue,,most,29,4.0689166666666665,,90
orange,,some,29,4.0689166666666665,,40
blue,,some,29,4.0689166666666665,,40
orange,,most,29,4.0689166666666665,,75
blue,,all,29,4.0689166666666665,,100
orange,,all,29,4.0689166666666665,,100
blue,,most,29,4.0689166666666665,,60
orange,,few,29,4.0689166666666665,,10
blue,,none,29,4.0689166666666665,,0
orange,,most,29,4.0689166666666665,,60
orange,,All,30,3.7371833333333333,,100
blue,,All,30,3.7371833333333333,,100
orange,,Some,30,3.7371833333333333,,40
blue,,Some,30,3.7371833333333333,,60
orange,,Some,30,3.7371833333333333,,75
blue,,Some,30,3.7371833333333333,,75
orange,,Some,30,3.7371833333333333,,50
blue,,Few,30,3.7371833333333333,,10
orange,,Some,30,3.7371833333333333,,50
blue,,None,30,3.7371833333333333,,0
orange,,Most,30,3.7371833333333333,,60
blue,,All,30,3.7371833333333333,,100
orange,,Some,30,3.7371833333333333,,60
blue,,Most,30,3.7371833333333333,,90
orange,,None,30,3.7371833333333333,,0
blue,,All,30,3.7371833333333333,,100
orange,,Moat,30,3.7371833333333333,,90
blue,,All,30,3.7371833333333333,,0
orange,,Some,30,3.7371833333333333,,60
blue,,Few,30,3.7371833333333333,,10
orange,,Few,30,3.7371833333333333,,25
blue,,Few,30,3.7371833333333333,,25
orange,,Miat,30,3.7371833333333333,,75
blue,,None,30,3.7371833333333333,,0
orange,,Moat,30,3.7371833333333333,,90
blue,,Moat,30,3.7371833333333333,,90
orange,,Most,30,3.7371833333333333,,90
blue,,Some,30,3.7371833333333333,,50
orange,,All,30,3.7371833333333333,,100
blue,,Half,30,3.7371833333333333,,40
orange,,some,31,4.1875333333333336,,25
blue,,none,31,4.1875333333333336,,0
orange,,some,31,4.1875333333333336,,10
blue,,some,31,4.1875333333333336,,10
orange,,some,31,4.1875333333333336,,25
blue,,most,31,4.1875333333333336,,60
orange,,most,31,4.1875333333333336,,90
blue,,most,31,4.1875333333333336,,90
orange,,some,31,4.1875333333333336,,40
blue,,all,31,4.1875333333333336,,100
orange,,some,31,4.1875333333333336,,50
blue,,some,31,4.1875333333333336,,40
orange,,none,31,4.1875333333333336,,0
blue,,most,31,4.1875333333333336,,75
orange,,some,31,4.1875333333333336,,60
blue,,most,31,4.1875333333333336,,90
orange,,none,31,4.1875333333333336,,0
blue,,some,31,4.1875333333333336,,50
orange,,most,31,4.1875333333333336,,60
blue,,most,31,4.1875333333333336,,60
orange,,most,31,4.1875333333333336,,60
blue,,none,31,4.1875333333333336,,0
orange,,most,31,4.1875333333333336,,75
blue,,all,31,4.1875333333333336,,100
orange,,some,31,4.1875333333333336,,25
blue,,all,31,4.1875333333333336,,100
orange,,some,31,4.1875333333333336,,40
blue,,most,31,4.1875333333333336,,90
orange,,none,31,4.1875333333333336,,10
blue,,some,31,4.1875333333333336,,50
orange,,a few,32,7.986366666666667,,10
blue,,some,32,7.986366666666667,,60
orange,,none,32,7.986366666666667,,0
blue,,half,32,7.986366666666667,,50
orange,,all,32,7.986366666666667,,100
blue,,two thirds,32,7.986366666666667,,60
orange,,a few,32,7.986366666666667,,10
blue,,half,32,7.986366666666667,,50
orange,,half,32,7.986366666666667,,40
blue,,half,32,7.986366666666667,,40
orange,,none,32,7.986366666666667,,0
blue,,some,32,7.986366666666667,,25
orange,,two thirds,32,7.986366666666667,,60
blue,,two thirds,32,7.986366666666667,,60
orange,,some,32,7.986366666666667,,25
blue,,half,32,7.986366666666667,,40
orange,,most,32,7.986366666666667,,75
blue,,half,32,7.986366666666667,,40
orange,,less then half,32,7.986366666666667,,40
blue,,more than half,32,7.986366666666667,,60
orange,,half,32,7.986366666666667,,40
blue,,a few,32,7.986366666666667,,10
orange,,all,32,7.986366666666667,,100
blue,,less than half,32,7.986366666666667,,40
orange,,most,32,7.986366666666667,,75
blue,,a few,32,7.986366666666667,,0
orange,,most,32,7.986366666666667,,75
blue,,most,32,7.986366666666667,,75
orange,,almost all,32,7.986366666666667,,90
blue,,most,32,7.986366666666667,,60
orange,,eight,33,3.5740333333333334,,25
blue,,none,33,3.5740333333333334,,0
orange,,half,33,3.5740333333333334,,50
blue,,half,33,3.5740333333333334,,50
orange,,almost all,33,3.5740333333333334,,90
blue,,all,33,3.5740333333333334,,100
orange,,half,33,3.5740333333333334,,50
blue,,half,33,3.5740333333333334,,40
orange,,all,33,3.5740333333333334,,100
blue,,none,33,3.5740333333333334,,0
orange,,some,33,3.5740333333333334,,25
blue,,most,33,3.5740333333333334,,60
orange,,three,33,3.5740333333333334,,10
blue,,three,33,3.5740333333333334,,10
orange,,some,33,3.5740333333333334,,25
blue,,all,33,3.5740333333333334,,100
orange,,most,33,3.5740333333333334,,60
blue,,most,33,3.5740333333333334,,50
orange,,half,33,3.5740333333333334,,50
blue,,some,33,3.5740333333333334,,25
orange,,a few,33,3.5740333333333334,,25
blue,,half,33,3.5740333333333334,,40
orange,,a lot,33,3.5740333333333334,,60
blue,,most,33,3.5740333333333334,,90
orange,,almost all,33,3.5740333333333334,,75
blue,,all,33,3.5740333333333334,,100
orange,,most,33,3.5740333333333334,,60
blue,,all,33,3.5740333333333334,,100
orange,,three,33,3.5740333333333334,,10
blue,,all,33,3.5740333333333334,,100
blue,,some,34,4.138166666666667,,25
orange,,none,34,4.138166666666667,,0
blue,,half,34,4.138166666666667,,50
orange,,half,34,4.138166666666667,,40
blue,,half,34,4.138166666666667,,50
orange,,most,34,4.138166666666667,,90
blue,,none,34,4.138166666666667,,0
orange,,all,34,4.138166666666667,,100
blue,,most,34,4.138166666666667,,60
orange,,all,34,4.138166666666667,,100
blue,,few,34,4.138166666666667,,10
orange,,some,34,4.138166666666667,,60
blue,,few,34,4.138166666666667,,10
orange,,few,34,4.138166666666667,,10
blue,,all,34,4.138166666666667,,100
orange,,all,34,4.138166666666667,,100
blue,,half,34,4.138166666666667,,50
orange,,half,34,4.138166666666667,,50
blue,,most,34,4.138166666666667,,90
orange,,all,34,4.138166666666667,,100
blue,,most,34,4.138166666666667,,40
orange,,few,34,4.138166666666667,,25
blue,,most,34,4.138166666666667,,90
orange,,most,34,4.138166666666667,,90
blue,,half,34,4.138166666666667,,40
orange,,most,34,4.138166666666667,,90
blue,,half,34,4.138166666666667,,40
orange,,few,34,4.138166666666667,,10
blue,,none,34,4.138166666666667,,0
orange,,most,34,4.138166666666667,,75
orange,,some,35,5.036716666666667,,90
blue,,some,35,5.036716666666667,,50
orange,,some,35,5.036716666666667,,25
blue,,some,35,5.036716666666667,,50
orange,,some,35,5.036716666666667,,25
blue,,all,35,5.036716666666667,,100
orange,,few,35,5.036716666666667,,10
blue,,some,35,5.036716666666667,,40
orange,,none,35,5.036716666666667,,0
blue,,some,35,5.036716666666667,,40
orange,,some,35,5.036716666666667,,50
blue,,most,35,5.036716666666667,,75
orange,,some,35,5.036716666666667,,40
blue,,some,35,5.036716666666667,,25
orange,,most,35,5.036716666666667,,90
blue,,some,35,5.036716666666667,,60
orange,,most,35,5.036716666666667,,90
blue,,all,35,5.036716666666667,,100
orange,,most,35,5.036716666666667,,75
blue,,all,35,5.036716666666667,,100
orange,,some,35,5.036716666666667,,75
blue,,some,35,5.036716666666667,,60
orange,,some,35,5.036716666666667,,25
blue,,some,35,5.036716666666667,,60
orange,,most,35,5.036716666666667,,90
blue,,most,35,5.036716666666667,,90
orange,,a few,35,5.036716666666667,,10
blue,,all,35,5.036716666666667,,100
orange,,some,35,5.036716666666667,,40
blue,,some,35,5.036716666666667,,50
orange,,some,36,2.4612833333333333,,25
blue,,none,36,2.4612833333333333,,0
orange,,some,36,2.4612833333333333,,60
blue,,most,36,2.4612833333333333,,75
orange,,some,36,2.4612833333333333,,50
blue,,some,36,2.4612833333333333,,60
orange,,most,36,2.4612833333333333,,60
blue,,most,36,2.4612833333333333,,90
orange,,some,36,2.4612833333333333,,40
blue,,most,36,2.4612833333333333,,90
orange,,some,36,2.4612833333333333,,60
blue,,all,36,2.4612833333333333,,100
orange,,some,36,2.4612833333333333,,60
blue,,few,36,2.4612833333333333,,10
orange,,few,36,2.4612833333333333,,10
blue,,some,36,2.4612833333333333,,50
orange,,some,36,2.4612833333333333,,40
blue,,some,36,2.4612833333333333,,40
orange,,most,36,2.4612833333333333,,90
blue,,most,36,2.4612833333333333,,90
orange,,some,36,2.4612833333333333,,50
blue,,some,36,2.4612833333333333,,50
orange,,some,36,2.4612833333333333,,25
blue,,some,36,2.4612833333333333,,25
orange,,none,36,2.4612833333333333,,0
blue,,most,36,2.4612833333333333,,75
orange,,few,36,2.4612833333333333,,25
blue,,some,36,2.4612833333333333,,60
orange,,all,36,2.4612833333333333,,100
blue,,almost all,36,2.4612833333333333,,90
orange,,some,37,4.267566666666666,,10
blue,,some,37,4.267566666666666,,10
orange,,half,37,4.267566666666666,,40
blue,,half,37,4.267566666666666,,40
orange,,half,37,4.267566666666666,,40
blue,,some,37,4.267566666666666,,10
orange,,half,37,4.267566666666666,,60
blue,,all,37,4.267566666666666,,100
orange,,alot,37,4.267566666666666,,75
blue,,alot,37,4.267566666666666,,75
orange,,half,37,4.267566666666666,,60
blue,,alot,37,4.267566666666666,,75
orange,,some,37,4.267566666666666,,40
blue,,all,37,4.267566666666666,,100
orange,,half,37,4.267566666666666,,50
blue,,alot,37,4.267566666666666,,75
orange,,half,37,4.267566666666666,,50
blue,,none,37,4.267566666666666,,0
orange,,alot,37,4.267566666666666,,90
blue,,all,37,4.267566666666666,,100
orange,,half,37,4.267566666666666,,60
blue,,half,37,4.267566666666666,,50
orange,,all,37,4.267566666666666,,100
blue,,few,37,4.267566666666666,,10
orange,,none,37,4.267566666666666,,0
blue,,some,37,4.267566666666666,,40
orange,,half,37,4.267566666666666,,60
blue,,few,37,4.267566666666666,,10
orange,,all,37,4.267566666666666,,100
blue,,all,37,4.267566666666666,,100
orange,,some,38,7.338883333333333,,40
blue,,some,38,7.338883333333333,,40
orange,,all,38,7.338883333333333,,100
blue,,few,38,7.338883333333333,,10
orange,,half,38,7.338883333333333,,40
blue,,most,38,7.338883333333333,,75
orange,,half,38,7.338883333333333,,50
blue,,most,38,7.338883333333333,,75
orange,,half,38,7.338883333333333,,50
blue,,half,38,7.338883333333333,,50
orange,,half,38,7.338883333333333,,60
blue,,none,38,7.338883333333333,,0
orange,,most,38,7.338883333333333,,75
blue,,none,38,7.338883333333333,,0
orange,,all,38,7.338883333333333,,100
blue,,none,38,7.338883333333333,,0
orange,,half,38,7.338883333333333,,40
blue,,most,38,7.338883333333333,,90
orange,,most,38,7.338883333333333,,90
blue,,half,38,7.338883333333333,,60
orange,,half,38,7.338883333333333,,40
blue,,most,38,7.338883333333333,,60
orange,,half,38,7.338883333333333,,50
blue,,some,38,7.338883333333333,,25
orange,,most,38,7.338883333333333,,60
blue,,all,38,7.338883333333333,,100
orange,,half,38,7.338883333333333,,50
blue,,most,38,7.338883333333333,,60
orange,,all,38,7.338883333333333,,100
blue,,most,38,7.338883333333333,,75
orange,,SOME,39,5.337133333333333,,10
blue,,none,39,5.337133333333333,,0
orange,,SOME,39,5.337133333333333,,50
blue,,SOME,39,5.337133333333333,,60
orange,,SOME,39,5.337133333333333,,50
blue,,SOME,39,5.337133333333333,,50
orange,,NONE,39,5.337133333333333,,0
blue,,SOME,39,5.337133333333333,,40
orange,,SOME,39,5.337133333333333,,90
blue,,SOME,39,5.337133333333333,,50
orange,,ALL,39,5.337133333333333,,100
blue,,SOME,39,5.337133333333333,,50
orange,,SOME,39,5.337133333333333,,60
blue,,SOME,39,5.337133333333333,,25
orange,,ALL,39,5.337133333333333,,100
blue,,SOME,39,5.337133333333333,,60
orange,,NONE,39,5.337133333333333,,0
blue,,ALL,39,5.337133333333333,,90
orange,,SOME,39,5.337133333333333,,60
blue,,SOME,39,5.337133333333333,,90
orange,,SOME,39,5.337133333333333,,50
blue,,SOME,39,5.337133333333333,,40
orange,,NONE,39,5.337133333333333,,0
blue,,SOME,39,5.337133333333333,,60
orange,,SOME,39,5.337133333333333,,75
blue,,NONE,39,5.337133333333333,,0
orange,,SOME,39,5.337133333333333,,40
blue,,ALL,39,5.337133333333333,,100
orange,,SOME,39,5.337133333333333,,10
blue,,SOME,39,5.337133333333333,,50
orange,,all,40,5.414466666666667,,100
blue,,some,40,5.414466666666667,,40
orange,,some,40,5.414466666666667,,40
blue,,a few,40,5.414466666666667,,10
orange,,some,40,5.414466666666667,,25
blue,,some,40,5.414466666666667,,25
orange,,a lot,40,5.414466666666667,,50
blue,,a lot,40,5.414466666666667,,50
orange,, a couple,40,5.414466666666667,,10
blue,,a couple,40,5.414466666666667,,10
orange,,some,40,5.414466666666667,,25
blue,,all,40,5.414466666666667,,100
orange,,half,40,5.414466666666667,,50
blue,,none,40,5.414466666666667,,0
orange,,a few,40,5.414466666666667,,10
blue,,none,40,5.414466666666667,,0
orange,,half,40,5.414466666666667,,40
blue,,half,40,5.414466666666667,,40
orange,,about half,40,5.414466666666667,,40
blue,,none,40,5.414466666666667,,0
orange,,most,40,5.414466666666667,,90
blue,,none,40,5.414466666666667,,0
orange,,most,40,5.414466666666667,,75
blue,,all,40,5.414466666666667,,100
orange,,more than half,40,5.414466666666667,,50
blue,,about a quarter,40,5.414466666666667,,25
orange,,about half,40,5.414466666666667,,40
blue,,more than half,40,5.414466666666667,,60
orange,,several,40,5.414466666666667,,25
blue,,none,40,5.414466666666667,,0
orange,,none,41,7.238166666666666,,0
blue,,all,41,7.238166666666666,,10
orange,,all,41,7.238166666666666,,60
blue,,all,41,7.238166666666666,,90
orange,,all,41,7.238166666666666,,75
blue,,none,41,7.238166666666666,,0
orange,,all,41,7.238166666666666,,50
blue,,all,41,7.238166666666666,,50
orange,,none,41,7.238166666666666,,10
blue,,all,41,7.238166666666666,,100
orange,,all,41,7.238166666666666,,60
blue,,all,41,7.238166666666666,,60
orange,,all,41,7.238166666666666,,100
blue,,all,41,7.238166666666666,,50
orange,,all,41,7.238166666666666,,40
blue,,all,41,7.238166666666666,,50
orange,,all,41,7.238166666666666,,75
blue,,all,41,7.238166666666666,,75
orange,,all,41,7.238166666666666,,90
blue,,all,41,7.238166666666666,,90
orange,,all,41,7.238166666666666,,40
blue,,all,41,7.238166666666666,,25
orange,,all,41,7.238166666666666,,100
blue,,none,41,7.238166666666666,,25
orange,,all,41,7.238166666666666,,60
blue,,all,41,7.238166666666666,,50
orange,,all,41,7.238166666666666,,50
blue,,all,41,7.238166666666666,,75
orange,,all,41,7.238166666666666,,40
blue,,all,41,7.238166666666666,,90
orange,,some,42,3.182516666666667,,50
blue,,little,42,3.182516666666667,,10
orange,,none,42,3.182516666666667,,0
blue,,little,42,3.182516666666667,,25
orange,,half,42,3.182516666666667,,50
blue,,half,42,3.182516666666667,,60
orange,,most,42,3.182516666666667,,75
blue,,some,42,3.182516666666667,,60
orange,,little,42,3.182516666666667,,25
blue,,some,42,3.182516666666667,,50
orange,,little,42,3.182516666666667,,40
blue,,some,42,3.182516666666667,,60
orange,,some,42,3.182516666666667,,60
blue,,all,42,3.182516666666667,,100
orange,,most,42,3.182516666666667,,75
blue,,most,42,3.182516666666667,,75
orange,,none,42,3.182516666666667,,0
blue,,some,42,3.182516666666667,,40
orange,,most,42,3.182516666666667,,90
blue,,most,42,3.182516666666667,,90
orange,,little,42,3.182516666666667,,10
blue,,some,42,3.182516666666667,,40
orange,,some,42,3.182516666666667,,60
blue,,most,42,3.182516666666667,,90
orange,,half,42,3.182516666666667,,50
blue,,half,42,3.182516666666667,,50
orange,,some,42,3.182516666666667,,60
blue,,some,42,3.182516666666667,,60
orange,,most,42,3.182516666666667,,90
blue,,none,42,3.182516666666667,,0
blue,,13,43,6.742516666666667,,40
orange,,17,43,6.742516666666667,,25
blue,,12,43,6.742516666666667,,60
orange,,12,43,6.742516666666667,,75
blue,,50,43,6.742516666666667,,100
orange,,47,43,6.742516666666667,,90
blue,,50,43,6.742516666666667,,100
orange,,50,43,6.742516666666667,,100
blue,,31,43,6.742516666666667,,10
orange,,47,43,6.742516666666667,,100
blue,,32,43,6.742516666666667,,40
orange,,46,43,6.742516666666667,,10
blue,,15,43,6.742516666666667,,40
orange,,27,43,6.742516666666667,,75
blue,,34,43,6.742516666666667,,90
orange,,15,43,6.742516666666667,,60
blue,,13,43,6.742516666666667,,0
orange,,31,43,6.742516666666667,,10
blue,,41,43,6.742516666666667,,75
orange,,50,43,6.742516666666667,,100
blue,,11,43,6.742516666666667,,50
orange,,21,43,6.742516666666667,,60
blue,,14,43,6.742516666666667,,50
orange,,28,43,6.742516666666667,,75
blue,,11,43,6.742516666666667,,25
orange,,10,43,6.742516666666667,,25
blue,,15,43,6.742516666666667,,50
orange,,10,43,6.742516666666667,,25
blue,,19,43,6.742516666666667,,25
orange,,11,43,6.742516666666667,,60
blue,,some,44,3.7773666666666665,,60
orange,,all,44,3.7773666666666665,,100
blue,,some,44,3.7773666666666665,,60
orange,,some,44,3.7773666666666665,,60
blue,,all,44,3.7773666666666665,,100
orange,,none,44,3.7773666666666665,,0
blue,,most,44,3.7773666666666665,,90
orange,,some,44,3.7773666666666665,,40
blue,,most,44,3.7773666666666665,,75
orange,,most,44,3.7773666666666665,,75
blue,,some,44,3.7773666666666665,,50
orange,,some,44,3.7773666666666665,,25
blue,,few,44,3.7773666666666665,,25
orange,,few,44,3.7773666666666665,,25
blue,,some,44,3.7773666666666665,,40
orange,,most,44,3.7773666666666665,,75
blue,,some,44,3.7773666666666665,,50
orange,,some,44,3.7773666666666665,,60
blue,,most,44,3.7773666666666665,,90
orange,,most,44,3.7773666666666665,,90
blue,,all,44,3.7773666666666665,,100
orange,,most,44,3.7773666666666665,,75
blue,,none,44,3.7773666666666665,,0
orange,,some,44,3.7773666666666665,,60
blue,,few,44,3.7773666666666665,,10
orange,,some,44,3.7773666666666665,,50
blue,,some,44,3.7773666666666665,,40
orange,,some,44,3.7773666666666665,,50
blue,,few,44,3.7773666666666665,,25
orange,,some,44,3.7773666666666665,,60
orange,,feew,45,8.610733333333334,,10
blue,,more,45,8.610733333333334,,40
orange,,all,45,8.610733333333334,,100
blue,,few,45,8.610733333333334,,10
orange,,many,45,8.610733333333334,,90
blue,,all,45,8.610733333333334,,100
orange,,less,45,8.610733333333334,,40
blue,,more,45,8.610733333333334,,90
orange,,less,45,8.610733333333334,,25
blue,,more,45,8.610733333333334,,50
orange,,half,45,8.610733333333334,,60
blue,,half,45,8.610733333333334,,60
orange,,few,45,8.610733333333334,,10
blue,,more,45,8.610733333333334,,60
orange,,fewer,45,8.610733333333334,,40
blue,,more,45,8.610733333333334,,75
orange,,all,45,8.610733333333334,,100
blue,,all,45,8.610733333333334,,100
orange,,more,45,8.610733333333334,,75
blue,,less,45,8.610733333333334,,50
orange,,none,45,8.610733333333334,,0
blue,,all,45,8.610733333333334,,100
orange,,none,45,8.610733333333334,,0
blue,,most,45,8.610733333333334,,75
orange,,some,45,8.610733333333334,,60
blue,,all,45,8.610733333333334,,100
orange,,some,45,8.610733333333334,,60
blue,,some,45,8.610733333333334,,50
orange,,some,45,8.610733333333334,,40
blue,,some,45,8.610733333333334,,40
blue,,all,46,3.737016666666667,,100
orange,,most,46,3.737016666666667,,75
blue,,all,46,3.737016666666667,,100
orange,,none,46,3.737016666666667,,25
blue,,most,46,3.737016666666667,,75
orange,,most,46,3.737016666666667,,75
blue,,none,46,3.737016666666667,,25
orange,,some,46,3.737016666666667,,25
blue,,some,46,3.737016666666667,,10
orange,,none,46,3.737016666666667,,100
blue,,most,46,3.737016666666667,,75
orange,,none,46,3.737016666666667,,0
blue,,some,46,3.737016666666667,,50
orange,,some,46,3.737016666666667,,50
blue,,most,46,3.737016666666667,,75
orange,,some,46,3.737016666666667,,50
blue,,none,46,3.737016666666667,,0
orange,,some,46,3.737016666666667,,25
blue,,most,46,3.737016666666667,,90
orange,,most,46,3.737016666666667,,50
blue,,all,46,3.737016666666667,,100
orange,,all,46,3.737016666666667,,100
blue,,most,46,3.737016666666667,,50
orange,,most,46,3.737016666666667,,60
blue,,most,46,3.737016666666667,,60
orange,,most,46,3.737016666666667,,60
blue,,some,46,3.737016666666667,,60
orange,,most,46,3.737016666666667,,75
blue,,some,46,3.737016666666667,,50
orange,,all,46,3.737016666666667,,100
blue,,none,47,7.6867,,60
orange,,all,47,7.6867,,90
blue,,half,47,7.6867,,50
orange,,none,47,7.6867,,0
blue,,all,47,7.6867,,100
orange,,some,47,7.6867,,25
blue,,half,47,7.6867,,40
orange,,most,47,7.6867,,50
blue,,none,47,7.6867,,0
orange,,all,47,7.6867,,100
blue,,half,47,7.6867,,50
orange,,a bit,47,7.6867,,10
blue,,half,47,7.6867,,40
orange,,half,47,7.6867,,40
blue,,most,47,7.6867,,90
orange,,most,47,7.6867,,90
blue,,a little,47,7.6867,,10
orange,,some,47,7.6867,,40
blue,,some,47,7.6867,,25
orange,,most,47,7.6867,,60
blue,,most,47,7.6867,,75
orange,,most,47,7.6867,,75
blue,,most,47,7.6867,,60
orange,,none,47,7.6867,,0
blue,,a lot,47,7.6867,,60
orange,,a lot,47,7.6867,,60
blue,,none,47,7.6867,,0
orange,,some,47,7.6867,,25
blue,,most,47,7.6867,,60
orange,,a bit,47,7.6867,,10
blue,,some,48,6.313133333333333,,75
orange,,none,48,6.313133333333333,,0
blue,,most,48,6.313133333333333,,90
orange,,all,48,6.313133333333333,,100
blue,,some,48,6.313133333333333,,60
orange,,some,48,6.313133333333333,,60
blue,,most,48,6.313133333333333,,50
orange,,some,48,6.313133333333333,,90
blue,,few,48,6.313133333333333,,10
orange,,few,48,6.313133333333333,,10
blue,,most,48,6.313133333333333,,50
orange,,most,48,6.313133333333333,,50
blue,,all,48,6.313133333333333,,100
orange,,most,48,6.313133333333333,,75
blue,,some,48,6.313133333333333,,10
orange,,some,48,6.313133333333333,,40
blue,,some,48,6.313133333333333,,40
orange,,most,48,6.313133333333333,,75
blue,,some,48,6.313133333333333,,25
orange,,some,48,6.313133333333333,,60
blue,,few,48,6.313133333333333,,10
orange,,none,48,6.313133333333333,,0
blue,,most,48,6.313133333333333,,40
orange,,none,48,6.313133333333333,,0
blue,,almost all,48,6.313133333333333,,75
orange,,almost all,48,6.313133333333333,,75
blue,,most,48,6.313133333333333,,60
orange,,most,48,6.313133333333333,,90
blue,,most,48,6.313133333333333,,90
orange,,some,48,6.313133333333333,,40
orange,,full,49,8.136,,100
blue,,full,49,8.136,,100
orange,,partial,49,8.136,,50
blue,,partial,49,8.136,,50
orange,,partial,49,8.136,,40
blue,,none,49,8.136,,0
orange,,some,49,8.136,,25
blue,,some,49,8.136,,25
orange,,some,49,8.136,,60
blue,,some,49,8.136,,60
orange,,full,49,8.136,,100
blue,,some,49,8.136,,60
orange,,some,49,8.136,,50
blue,,none,49,8.136,,0
orange,,most,49,8.136,,90
blue,,some,49,8.136,,60
orange,,half ,49,8.136,,50
blue,,some,49,8.136,,25
orange,,most,49,8.136,,75
blue,,most,49,8.136,,60
orange,,partial,49,8.136,,40
