Answer.misread_instructions,proportion,sentence,quantifier,rating,Answer.condition,trial,Answer.time_in_minutes,workerid
,50,... most of the gumballs.,most,0,,16,3.978683333333333,7
,50,... all of the gumballs.,all,0,,16,3.978683333333333,7
,50,... some of the gumballs.,some,1,,16,3.978683333333333,7
,50,,other,0,,16,3.978683333333333,7
,90,... most of the gumballs.,most,0.77,,1,8.3154,8
,90,... some of the gumballs.,some,0.18999999999999995,,1,8.3154,8
,90,... all of the gumballs.,all,0.040000000000000036,,1,8.3154,8
,90,,other,0,,1,8.3154,8
,75,... most of the gumballs.,most,0.66,,2,8.3154,8
,75,... some of the gumballs.,some,0.29,,2,8.3154,8
,75,... all of the gumballs.,all,0.04999999999999993,,2,8.3154,8
,75,,other,0,,2,8.3154,8
,40,... most of the gumballs.,most,0.18,,3,8.3154,8
,40,... some of the gumballs.,some,0.8200000000000001,,3,8.3154,8
,40,... all of the gumballs.,all,0,,3,8.3154,8
,40,,other,0,,3,8.3154,8
,100,... most of the gumballs.,most,0.08,,4,8.3154,8
,100,... some of the gumballs.,some,0.08,,4,8.3154,8
,100,... all of the gumballs.,all,0.8400000000000001,,4,8.3154,8
,100,,other,0,,4,8.3154,8
,50,... most of the gumballs.,most,0.21000000000000008,,5,8.3154,8
,50,... some of the gumballs.,some,0.79,,5,8.3154,8
,50,... all of the gumballs.,all,0,,5,8.3154,8
,50,,other,0,,5,8.3154,8
,25,... most of the gumballs.,most,0.03,,6,8.3154,8
,25,... some of the gumballs.,some,0.97,,6,8.3154,8
,25,... all of the gumballs.,all,0,,6,8.3154,8
,25,,other,0,,6,8.3154,8
,60,... most of the gumballs.,most,0.46,,7,8.3154,8
,60,... some of the gumballs.,some,0.54,,7,8.3154,8
,60,... all of the gumballs.,all,0,,7,8.3154,8
,60,,other,0,,7,8.3154,8
,40,... most of the gumballs.,most,0.04,,8,8.3154,8
,40,... some of the gumballs.,some,0.96,,8,8.3154,8
,40,... all of the gumballs.,all,0,,8,8.3154,8
,40,,other,0,,8,8.3154,8
,50,... most of the gumballs.,most,0.11,,9,8.3154,8
,50,... some of the gumballs.,some,0.8899999999999999,,9,8.3154,8
,50,... all of the gumballs.,all,1.1102230246251565e-16,,9,8.3154,8
,50,,other,0,,9,8.3154,8
,90,... most of the gumballs.,most,0.74,,10,8.3154,8
,90,... some of the gumballs.,some,0.14,,10,8.3154,8
,90,... all of the gumballs.,all,0.12,,10,8.3154,8
,90,,other,0,,10,8.3154,8
,60,... most of the gumballs.,most,0.42,,11,8.3154,8
,60,... some of the gumballs.,some,0.5800000000000001,,11,8.3154,8
,60,... all of the gumballs.,all,0,,11,8.3154,8
,60,,other,1.1102230246251565e-16,,11,8.3154,8
,10,... most of the gumballs.,most,0,,12,8.3154,8
,10,... some of the gumballs.,some,0.68,,12,8.3154,8
,10,... all of the gumballs.,all,0,,12,8.3154,8
,10,,other,0.32,,12,8.3154,8
,75,... most of the gumballs.,most,0.63,,13,8.3154,8
,75,... some of the gumballs.,some,0.3700000000000001,,13,8.3154,8
,75,... all of the gumballs.,all,0,,13,8.3154,8
,75,,other,0,,13,8.3154,8
,100,... most of the gumballs.,most,0.15,,14,8.3154,8
,100,... some of the gumballs.,some,0.13,,14,8.3154,8
,100,... all of the gumballs.,all,0.72,,14,8.3154,8
,100,,other,0,,14,8.3154,8
,25,... most of the gumballs.,most,0.020000000000000018,,15,8.3154,8
,25,... some of the gumballs.,some,0.6500000000000002,,15,8.3154,8
,25,... all of the gumballs.,all,0,,15,8.3154,8
,25,,other,0.3299999999999996,,15,8.3154,8
,10,... most of the gumballs.,most,0.09,,16,8.3154,8
,10,... some of the gumballs.,some,0.48,,16,8.3154,8
,10,... all of the gumballs.,all,-2.220446049250313e-16,,16,8.3154,8
,10,,other,0.43000000000000016,,16,8.3154,8
,40,... some of the gumballs.,some,0.69,,1,3.7685,9
,40,... most of the gumballs.,most,0.30999999999999994,,1,3.7685,9
,40,... all of the gumballs.,all,0,,1,3.7685,9
,40,,other,0,,1,3.7685,9
,60,... some of the gumballs.,some,0.19,,2,3.7685,9
,60,... most of the gumballs.,most,0.79,,2,3.7685,9
,60,... all of the gumballs.,all,0.019999999999999907,,2,3.7685,9
,60,,other,0,,2,3.7685,9
,75,... some of the gumballs.,some,0.19999999999999984,,3,3.7685,9
,75,... most of the gumballs.,most,0.8,,3,3.7685,9
,75,... all of the gumballs.,all,0,,3,3.7685,9
,75,,other,0,,3,3.7685,9
,10,... some of the gumballs.,some,1,,4,3.7685,9
,10,... most of the gumballs.,most,0,,4,3.7685,9
,10,... all of the gumballs.,all,0,,4,3.7685,9
,10,,other,0,,4,3.7685,9
,90,... some of the gumballs.,some,0.10999999999999999,,5,3.7685,9
,90,... most of the gumballs.,most,0.89,,5,3.7685,9
,90,... all of the gumballs.,all,0,,5,3.7685,9
,90,,other,0,,5,3.7685,9
,50,... some of the gumballs.,some,0.79,,6,3.7685,9
,50,... most of the gumballs.,most,0.20999999999999996,,6,3.7685,9
,50,... all of the gumballs.,all,0,,6,3.7685,9
,50,,other,0,,6,3.7685,9
,10,... some of the gumballs.,some,0.89,,7,3.7685,9
,10,... most of the gumballs.,most,0.1100000000000001,,7,3.7685,9
,10,... all of the gumballs.,all,0,,7,3.7685,9
,10,,other,0,,7,3.7685,9
,25,... some of the gumballs.,some,0.81,,8,3.7685,9
,25,... most of the gumballs.,most,0.18999999999999995,,8,3.7685,9
,25,... all of the gumballs.,all,0,,8,3.7685,9
,25,,other,0,,8,3.7685,9
,25,... some of the gumballs.,some,0.81,,9,3.7685,9
,25,... most of the gumballs.,most,0.19,,9,3.7685,9
,25,... all of the gumballs.,all,0,,9,3.7685,9
,25,,other,0,,9,3.7685,9
,75,... some of the gumballs.,some,0.18999999999999995,,10,3.7685,9
,75,... most of the gumballs.,most,0.81,,10,3.7685,9
,75,... all of the gumballs.,all,0,,10,3.7685,9
,75,,other,0,,10,3.7685,9
,40,... some of the gumballs.,some,0.83,,11,3.7685,9
,40,... most of the gumballs.,most,0.16999999999999993,,11,3.7685,9
,40,... all of the gumballs.,all,0,,11,3.7685,9
,40,,other,0,,11,3.7685,9
,100,... some of the gumballs.,some,0,,12,3.7685,9
,100,... most of the gumballs.,most,0,,12,3.7685,9
,100,... all of the gumballs.,all,1,,12,3.7685,9
,100,,other,0,,12,3.7685,9
,100,... some of the gumballs.,some,0,,13,3.7685,9
,100,... most of the gumballs.,most,0,,13,3.7685,9
,100,... all of the gumballs.,all,1,,13,3.7685,9
,100,,other,0,,13,3.7685,9
,90,... some of the gumballs.,some,0.09000000000000008,,14,3.7685,9
,90,... most of the gumballs.,most,0.91,,14,3.7685,9
,90,... all of the gumballs.,all,0,,14,3.7685,9
,90,,other,0,,14,3.7685,9
,50,... some of the gumballs.,some,0.5,,15,3.7685,9
,50,... most of the gumballs.,most,0.49,,15,3.7685,9
,50,... all of the gumballs.,all,0,,15,3.7685,9
,50,,other,0,,15,3.7685,9
,60,... some of the gumballs.,some,0.76,,16,3.7685,9
,60,... most of the gumballs.,most,0.24,,16,3.7685,9
,60,... all of the gumballs.,all,0,,16,3.7685,9
,60,,other,0,,16,3.7685,9
,75,... all of the gumballs.,all,0.3,,1,3.99855,10
,75,... most of the gumballs.,most,0.54,,1,3.99855,10
,75,... some of the gumballs.,some,0.1599999999999998,,1,3.99855,10
,75,,other,1.1102230246251565e-16,,1,3.99855,10
,40,... all of the gumballs.,all,0.09,,2,3.99855,10
,40,... most of the gumballs.,most,0.31000000000000005,,2,3.99855,10
,40,... some of the gumballs.,some,0.54,,2,3.99855,10
,40,,other,0.06,,2,3.99855,10
,10,... all of the gumballs.,all,0,,3,3.99855,10
,10,... most of the gumballs.,most,0,,3,3.99855,10
,10,... some of the gumballs.,some,1,,3,3.99855,10
,10,,other,0,,3,3.99855,10
,25,... all of the gumballs.,all,0,,4,3.99855,10
,25,... most of the gumballs.,most,0,,4,3.99855,10
,25,... some of the gumballs.,some,1,,4,3.99855,10
,25,,other,0,,4,3.99855,10
,60,... all of the gumballs.,all,0,,5,3.99855,10
,60,... most of the gumballs.,most,0.6,,5,3.99855,10
,60,... some of the gumballs.,some,0.40000000000000013,,5,3.99855,10
,60,,other,0,,5,3.99855,10
,60,... all of the gumballs.,all,0.01,,6,3.99855,10
,60,... most of the gumballs.,most,0.57,,6,3.99855,10
,60,... some of the gumballs.,some,0.41999999999999993,,6,3.99855,10
,60,,other,0,,6,3.99855,10
,50,... all of the gumballs.,all,0.02,,7,3.99855,10
,50,... most of the gumballs.,most,0.58,,7,3.99855,10
,50,... some of the gumballs.,some,0.4,,7,3.99855,10
,50,,other,0,,7,3.99855,10
,10,... all of the gumballs.,all,0,,8,3.99855,10
,10,... most of the gumballs.,most,0,,8,3.99855,10
,10,... some of the gumballs.,some,0.86,,8,3.99855,10
,10,,other,0.14000000000000012,,8,3.99855,10
,90,... all of the gumballs.,all,0,,9,3.99855,10
,90,... most of the gumballs.,most,1,,9,3.99855,10
,90,... some of the gumballs.,some,0,,9,3.99855,10
,90,,other,0,,9,3.99855,10
,50,... all of the gumballs.,all,0,,10,3.99855,10
,50,... most of the gumballs.,most,0.42,,10,3.99855,10
,50,... some of the gumballs.,some,0.5800000000000001,,10,3.99855,10
,50,,other,0,,10,3.99855,10
,40,... all of the gumballs.,all,0,,11,3.99855,10
,40,... most of the gumballs.,most,0,,11,3.99855,10
,40,... some of the gumballs.,some,1,,11,3.99855,10
,40,,other,0,,11,3.99855,10
,100,... all of the gumballs.,all,0,,12,3.99855,10
,100,... most of the gumballs.,most,0,,12,3.99855,10
,100,... some of the gumballs.,some,0,,12,3.99855,10
,100,,other,1,,12,3.99855,10
,100,... all of the gumballs.,all,1,,13,3.99855,10
,100,... most of the gumballs.,most,0,,13,3.99855,10
,100,... some of the gumballs.,some,0,,13,3.99855,10
,100,,other,0,,13,3.99855,10
,90,... all of the gumballs.,all,0,,14,3.99855,10
,90,... most of the gumballs.,most,1,,14,3.99855,10
,90,... some of the gumballs.,some,0,,14,3.99855,10
,90,,other,0,,14,3.99855,10
,25,... all of the gumballs.,all,0,,15,3.99855,10
,25,... most of the gumballs.,most,0,,15,3.99855,10
,25,... some of the gumballs.,some,1,,15,3.99855,10
,25,,other,0,,15,3.99855,10
,75,... all of the gumballs.,all,0,,16,3.99855,10
,75,... most of the gumballs.,most,1,,16,3.99855,10
,75,... some of the gumballs.,some,0,,16,3.99855,10
,75,,other,0,,16,3.99855,10
,75,... most of the gumballs.,most,0.89,,1,2.3019166666666666,11
,75,... some of the gumballs.,some,0.1100000000000001,,1,2.3019166666666666,11
,75,... all of the gumballs.,all,0,,1,2.3019166666666666,11
,75,,other,0,,1,2.3019166666666666,11
,50,... most of the gumballs.,most,0,,2,2.3019166666666666,11
,50,... some of the gumballs.,some,1,,2,2.3019166666666666,11
,50,... all of the gumballs.,all,0,,2,2.3019166666666666,11
,50,,other,0,,2,2.3019166666666666,11
,25,... most of the gumballs.,most,0,,3,2.3019166666666666,11
,25,... some of the gumballs.,some,1,,3,2.3019166666666666,11
,25,... all of the gumballs.,all,0,,3,2.3019166666666666,11
,25,,other,0,,3,2.3019166666666666,11
,40,... most of the gumballs.,most,0,,4,2.3019166666666666,11
,40,... some of the gumballs.,some,1,,4,2.3019166666666666,11
,40,... all of the gumballs.,all,0,,4,2.3019166666666666,11
,40,,other,0,,4,2.3019166666666666,11
,100,... most of the gumballs.,most,0,,5,2.3019166666666666,11
,100,... some of the gumballs.,some,0,,5,2.3019166666666666,11
,100,... all of the gumballs.,all,1,,5,2.3019166666666666,11
,100,,other,0,,5,2.3019166666666666,11
,25,... most of the gumballs.,most,0,,6,2.3019166666666666,11
,25,... some of the gumballs.,some,1,,6,2.3019166666666666,11
,25,... all of the gumballs.,all,0,,6,2.3019166666666666,11
,25,,other,0,,6,2.3019166666666666,11
,60,... most of the gumballs.,most,0.83,,7,2.3019166666666666,11
,60,... some of the gumballs.,some,0.17000000000000015,,7,2.3019166666666666,11
,60,... all of the gumballs.,all,0,,7,2.3019166666666666,11
,60,,other,0,,7,2.3019166666666666,11
,10,... most of the gumballs.,most,0,,8,2.3019166666666666,11
,10,... some of the gumballs.,some,1,,8,2.3019166666666666,11
,10,... all of the gumballs.,all,0,,8,2.3019166666666666,11
,10,,other,0,,8,2.3019166666666666,11
,40,... most of the gumballs.,most,0,,9,2.3019166666666666,11
,40,... some of the gumballs.,some,1,,9,2.3019166666666666,11
,40,... all of the gumballs.,all,0,,9,2.3019166666666666,11
,40,,other,0,,9,2.3019166666666666,11
,50,... most of the gumballs.,most,0,,10,2.3019166666666666,11
,50,... some of the gumballs.,some,1,,10,2.3019166666666666,11
,50,... all of the gumballs.,all,0,,10,2.3019166666666666,11
,50,,other,0,,10,2.3019166666666666,11
,75,... most of the gumballs.,most,1,,11,2.3019166666666666,11
,75,... some of the gumballs.,some,0,,11,2.3019166666666666,11
,75,... all of the gumballs.,all,0,,11,2.3019166666666666,11
,75,,other,0,,11,2.3019166666666666,11
,90,... most of the gumballs.,most,1,,12,2.3019166666666666,11
,90,... some of the gumballs.,some,0,,12,2.3019166666666666,11
,90,... all of the gumballs.,all,0,,12,2.3019166666666666,11
,90,,other,0,,12,2.3019166666666666,11
,10,... most of the gumballs.,most,0,,13,2.3019166666666666,11
,10,... some of the gumballs.,some,1,,13,2.3019166666666666,11
,10,... all of the gumballs.,all,0,,13,2.3019166666666666,11
,10,,other,0,,13,2.3019166666666666,11
,90,... most of the gumballs.,most,1,,14,2.3019166666666666,11
,90,... some of the gumballs.,some,0,,14,2.3019166666666666,11
,90,... all of the gumballs.,all,0,,14,2.3019166666666666,11
,90,,other,0,,14,2.3019166666666666,11
,60,... most of the gumballs.,most,0.77,,15,2.3019166666666666,11
,60,... some of the gumballs.,some,0.22999999999999998,,15,2.3019166666666666,11
,60,... all of the gumballs.,all,0,,15,2.3019166666666666,11
,60,,other,0,,15,2.3019166666666666,11
,100,... most of the gumballs.,most,0,,16,2.3019166666666666,11
,100,... some of the gumballs.,some,0,,16,2.3019166666666666,11
,100,... all of the gumballs.,all,1,,16,2.3019166666666666,11
,100,,other,0,,16,2.3019166666666666,11
,75,... most of the gumballs.,most,0.7,,1,14.7399,12
,75,... all of the gumballs.,all,0,,1,14.7399,12
,75,... some of the gumballs.,some,0.30000000000000004,,1,14.7399,12
,75,,other,0,,1,14.7399,12
,40,... most of the gumballs.,most,0.04999999999999993,,2,14.7399,12
,40,... all of the gumballs.,all,0,,2,14.7399,12
,40,... some of the gumballs.,some,0.79,,2,14.7399,12
,40,,other,0.16,,2,14.7399,12
,50,... most of the gumballs.,most,0.12,,3,14.7399,12
,50,... all of the gumballs.,all,0,,3,14.7399,12
,50,... some of the gumballs.,some,0.75,,3,14.7399,12
,50,,other,0.13,,3,14.7399,12
,100,... most of the gumballs.,most,0.04999999999999993,,4,14.7399,12
,100,... all of the gumballs.,all,0.86,,4,14.7399,12
,100,... some of the gumballs.,some,0.09,,4,14.7399,12
,100,,other,0,,4,14.7399,12
,10,... most of the gumballs.,most,0,,5,14.7399,12
,10,... all of the gumballs.,all,0,,5,14.7399,12
,10,... some of the gumballs.,some,0.74,,5,14.7399,12
,10,,other,0.26,,5,14.7399,12
,90,... most of the gumballs.,most,0.87,,6,14.7399,12
,90,... all of the gumballs.,all,0,,6,14.7399,12
,90,... some of the gumballs.,some,0.13,,6,14.7399,12
,90,,other,0,,6,14.7399,12
,25,... most of the gumballs.,most,0,,7,14.7399,12
,25,... all of the gumballs.,all,0,,7,14.7399,12
,25,... some of the gumballs.,some,0.87,,7,14.7399,12
,25,,other,0.13,,7,14.7399,12
,50,... most of the gumballs.,most,0.09,,8,14.7399,12
,50,... all of the gumballs.,all,0,,8,14.7399,12
,50,... some of the gumballs.,some,0.7899999999999999,,8,14.7399,12
,50,,other,0.12,,8,14.7399,12
,60,... most of the gumballs.,most,0.7,,9,14.7399,12
,60,... all of the gumballs.,all,0,,9,14.7399,12
,60,... some of the gumballs.,some,0.28,,9,14.7399,12
,60,,other,0.020000000000000018,,9,14.7399,12
,100,... most of the gumballs.,most,0.1,,10,14.7399,12
,100,... all of the gumballs.,all,0.89,,10,14.7399,12
,100,... some of the gumballs.,some,0,,10,14.7399,12
,100,,other,0.009999999999999898,,10,14.7399,12
,40,... most of the gumballs.,most,0.05,,11,14.7399,12
,40,... all of the gumballs.,all,0,,11,14.7399,12
,40,... some of the gumballs.,some,0.76,,11,14.7399,12
,40,,other,0.18999999999999995,,11,14.7399,12
,10,... most of the gumballs.,most,0,,12,14.7399,12
,10,... all of the gumballs.,all,0,,12,14.7399,12
,10,... some of the gumballs.,some,0.66,,12,14.7399,12
,10,,other,0.34,,12,14.7399,12
,25,... most of the gumballs.,most,0.05,,13,14.7399,12
,25,... all of the gumballs.,all,0,,13,14.7399,12
,25,... some of the gumballs.,some,0.75,,13,14.7399,12
,25,,other,0.19999999999999996,,13,14.7399,12
,75,... most of the gumballs.,most,0.68,,14,14.7399,12
,75,... all of the gumballs.,all,0,,14,14.7399,12
,75,... some of the gumballs.,some,0.32000000000000006,,14,14.7399,12
,75,,other,0,,14,14.7399,12
,60,... most of the gumballs.,most,0.75,,15,14.7399,12
,60,... all of the gumballs.,all,0,,15,14.7399,12
,60,... some of the gumballs.,some,0.25,,15,14.7399,12
,60,,other,0,,15,14.7399,12
,90,... most of the gumballs.,most,0.83,,16,14.7399,12
,90,... all of the gumballs.,all,0,,16,14.7399,12
,90,... some of the gumballs.,some,0.16999999999999993,,16,14.7399,12
,90,,other,1.1102230246251565e-16,,16,14.7399,12
,40,... some of the gumballs.,some,0.9,,1,11.207366666666667,13
,40,... most of the gumballs.,most,0.09999999999999998,,1,11.207366666666667,13
,40,... all of the gumballs.,all,0,,1,11.207366666666667,13
,40,,other,0,,1,11.207366666666667,13
,25,... some of the gumballs.,some,1,,2,11.207366666666667,13
,25,... most of the gumballs.,most,0,,2,11.207366666666667,13
,25,... all of the gumballs.,all,0,,2,11.207366666666667,13
,25,,other,0,,2,11.207366666666667,13
,10,... some of the gumballs.,some,1,,3,11.207366666666667,13
,10,... most of the gumballs.,most,0,,3,11.207366666666667,13
,10,... all of the gumballs.,all,0,,3,11.207366666666667,13
,10,,other,0,,3,11.207366666666667,13
,100,... some of the gumballs.,some,0,,4,11.207366666666667,13
,100,... most of the gumballs.,most,0,,4,11.207366666666667,13
,100,... all of the gumballs.,all,1,,4,11.207366666666667,13
,100,,other,0,,4,11.207366666666667,13
,10,... some of the gumballs.,some,1,,5,11.207366666666667,13
,10,... most of the gumballs.,most,0,,5,11.207366666666667,13
,10,... all of the gumballs.,all,0,,5,11.207366666666667,13
,10,,other,0,,5,11.207366666666667,13
,90,... some of the gumballs.,some,0,,6,11.207366666666667,13
,90,... most of the gumballs.,most,1,,6,11.207366666666667,13
,90,... all of the gumballs.,all,0,,6,11.207366666666667,13
,90,,other,0,,6,11.207366666666667,13
,60,... some of the gumballs.,some,0.09999999999999998,,7,11.207366666666667,13
,60,... most of the gumballs.,most,0.9,,7,11.207366666666667,13
,60,... all of the gumballs.,all,0,,7,11.207366666666667,13
,60,,other,0,,7,11.207366666666667,13
,50,... some of the gumballs.,some,0.08999999999999986,,8,11.207366666666667,13
,50,... most of the gumballs.,most,0.91,,8,11.207366666666667,13
,50,... all of the gumballs.,all,0,,8,11.207366666666667,13
,50,,other,0,,8,11.207366666666667,13
,50,... some of the gumballs.,some,0,,9,11.207366666666667,13
,50,... most of the gumballs.,most,1,,9,11.207366666666667,13
,50,... all of the gumballs.,all,0,,9,11.207366666666667,13
,50,,other,0,,9,11.207366666666667,13
,75,... some of the gumballs.,some,0,,10,11.207366666666667,13
,75,... most of the gumballs.,most,1,,10,11.207366666666667,13
,75,... all of the gumballs.,all,0,,10,11.207366666666667,13
,75,,other,0,,10,11.207366666666667,13
,40,... some of the gumballs.,some,0.54,,11,11.207366666666667,13
,40,... most of the gumballs.,most,0.45999999999999996,,11,11.207366666666667,13
,40,... all of the gumballs.,all,0,,11,11.207366666666667,13
,40,,other,0,,11,11.207366666666667,13
,25,... some of the gumballs.,some,1,,12,11.207366666666667,13
,25,... most of the gumballs.,most,0,,12,11.207366666666667,13
,25,... all of the gumballs.,all,0,,12,11.207366666666667,13
,25,,other,0,,12,11.207366666666667,13
,90,... some of the gumballs.,some,0,,13,11.207366666666667,13
,90,... most of the gumballs.,most,1,,13,11.207366666666667,13
,90,... all of the gumballs.,all,0,,13,11.207366666666667,13
,90,,other,0,,13,11.207366666666667,13
,75,... some of the gumballs.,some,0,,14,11.207366666666667,13
,75,... most of the gumballs.,most,1,,14,11.207366666666667,13
,75,... all of the gumballs.,all,0,,14,11.207366666666667,13
,75,,other,0,,14,11.207366666666667,13
,100,... some of the gumballs.,some,0,,15,11.207366666666667,13
,100,... most of the gumballs.,most,0,,15,11.207366666666667,13
,100,... all of the gumballs.,all,1,,15,11.207366666666667,13
,100,,other,0,,15,11.207366666666667,13
,60,... some of the gumballs.,some,0.10999999999999999,,16,11.207366666666667,13
,60,... most of the gumballs.,most,0.89,,16,11.207366666666667,13
,60,... all of the gumballs.,all,0,,16,11.207366666666667,13
,60,,other,0,,16,11.207366666666667,13
,100,... all of the gumballs.,all,1,,1,3.2777666666666665,14
,100,... most of the gumballs.,most,0,,1,3.2777666666666665,14
,100,... some of the gumballs.,some,0,,1,3.2777666666666665,14
,100,,other,0,,1,3.2777666666666665,14
,75,... all of the gumballs.,all,0,,2,3.2777666666666665,14
,75,... most of the gumballs.,most,1,,2,3.2777666666666665,14
,75,... some of the gumballs.,some,0,,2,3.2777666666666665,14
,75,,other,0,,2,3.2777666666666665,14
,10,... all of the gumballs.,all,0,,3,3.2777666666666665,14
,10,... most of the gumballs.,most,0,,3,3.2777666666666665,14
,10,... some of the gumballs.,some,1,,3,3.2777666666666665,14
,10,,other,0,,3,3.2777666666666665,14
,40,... all of the gumballs.,all,0,,4,3.2777666666666665,14
,40,... most of the gumballs.,most,0,,4,3.2777666666666665,14
,40,... some of the gumballs.,some,1,,4,3.2777666666666665,14
,40,,other,0,,4,3.2777666666666665,14
,100,... all of the gumballs.,all,1,,5,3.2777666666666665,14
,100,... most of the gumballs.,most,0,,5,3.2777666666666665,14
,100,... some of the gumballs.,some,0,,5,3.2777666666666665,14
,100,,other,0,,5,3.2777666666666665,14
,60,... all of the gumballs.,all,0,,6,3.2777666666666665,14
,60,... most of the gumballs.,most,1,,6,3.2777666666666665,14
,60,... some of the gumballs.,some,0,,6,3.2777666666666665,14
,60,,other,0,,6,3.2777666666666665,14
,25,... all of the gumballs.,all,0,,7,3.2777666666666665,14
,25,... most of the gumballs.,most,0,,7,3.2777666666666665,14
,25,... some of the gumballs.,some,1,,7,3.2777666666666665,14
,25,,other,0,,7,3.2777666666666665,14
,75,... all of the gumballs.,all,0,,8,3.2777666666666665,14
,75,... most of the gumballs.,most,0,,8,3.2777666666666665,14
,75,... some of the gumballs.,some,1,,8,3.2777666666666665,14
,75,,other,0,,8,3.2777666666666665,14
,50,... all of the gumballs.,all,0,,9,3.2777666666666665,14
,50,... most of the gumballs.,most,0.88,,9,3.2777666666666665,14
,50,... some of the gumballs.,some,0.12,,9,3.2777666666666665,14
,50,,other,0,,9,3.2777666666666665,14
,90,... all of the gumballs.,all,0,,10,3.2777666666666665,14
,90,... most of the gumballs.,most,1,,10,3.2777666666666665,14
,90,... some of the gumballs.,some,0,,10,3.2777666666666665,14
,90,,other,0,,10,3.2777666666666665,14
,90,... all of the gumballs.,all,0,,11,3.2777666666666665,14
,90,... most of the gumballs.,most,1,,11,3.2777666666666665,14
,90,... some of the gumballs.,some,0,,11,3.2777666666666665,14
,90,,other,0,,11,3.2777666666666665,14
,50,... all of the gumballs.,all,0,,12,3.2777666666666665,14
,50,... most of the gumballs.,most,0.69,,12,3.2777666666666665,14
,50,... some of the gumballs.,some,0.31000000000000016,,12,3.2777666666666665,14
,50,,other,0,,12,3.2777666666666665,14
,40,... all of the gumballs.,all,0,,13,3.2777666666666665,14
,40,... most of the gumballs.,most,0.57,,13,3.2777666666666665,14
,40,... some of the gumballs.,some,0.43000000000000016,,13,3.2777666666666665,14
,40,,other,0,,13,3.2777666666666665,14
,60,... all of the gumballs.,all,0,,14,3.2777666666666665,14
,60,... most of the gumballs.,most,1,,14,3.2777666666666665,14
,60,... some of the gumballs.,some,0,,14,3.2777666666666665,14
,60,,other,0,,14,3.2777666666666665,14
,10,... all of the gumballs.,all,0,,15,3.2777666666666665,14
,10,... most of the gumballs.,most,0,,15,3.2777666666666665,14
,10,... some of the gumballs.,some,1,,15,3.2777666666666665,14
,10,,other,0,,15,3.2777666666666665,14
,25,... all of the gumballs.,all,0,,16,3.2777666666666665,14
,25,... most of the gumballs.,most,0,,16,3.2777666666666665,14
,25,... some of the gumballs.,some,1,,16,3.2777666666666665,14
,25,,other,0,,16,3.2777666666666665,14
,75,... some of the gumballs.,some,0.17999999999999994,,1,4.98885,15
,75,... most of the gumballs.,most,0.76,,1,4.98885,15
,75,... all of the gumballs.,all,0.06,,1,4.98885,15
,75,,other,0,,1,4.98885,15
,100,... some of the gumballs.,some,0,,2,4.98885,15
,100,... most of the gumballs.,most,0,,2,4.98885,15
,100,... all of the gumballs.,all,1,,2,4.98885,15
,100,,other,0,,2,4.98885,15
,25,... some of the gumballs.,some,0.84,,3,4.98885,15
,25,... most of the gumballs.,most,0,,3,4.98885,15
,25,... all of the gumballs.,all,0,,3,4.98885,15
,25,,other,0.15999999999999992,,3,4.98885,15
,25,... some of the gumballs.,some,0.91,,4,4.98885,15
,25,... most of the gumballs.,most,0,,4,4.98885,15
,25,... all of the gumballs.,all,0,,4,4.98885,15
,25,,other,0.09,,4,4.98885,15
,10,... some of the gumballs.,some,0.07999999999999996,,5,4.98885,15
,10,... most of the gumballs.,most,0,,5,4.98885,15
,10,... all of the gumballs.,all,0,,5,4.98885,15
,10,,other,0.92,,5,4.98885,15
,90,... some of the gumballs.,some,0,,6,4.98885,15
,90,... most of the gumballs.,most,0.8099999999999999,,6,4.98885,15
,90,... all of the gumballs.,all,0.19,,6,4.98885,15
,90,,other,0,,6,4.98885,15
,90,... some of the gumballs.,some,0,,7,4.98885,15
,90,... most of the gumballs.,most,0.93,,7,4.98885,15
,90,... all of the gumballs.,all,0,,7,4.98885,15
,90,,other,0.06999999999999995,,7,4.98885,15
,60,... some of the gumballs.,some,0,,8,4.98885,15
,60,... most of the gumballs.,most,0.8,,8,4.98885,15
,60,... all of the gumballs.,all,0,,8,4.98885,15
,60,,other,0.19999999999999996,,8,4.98885,15
,50,... some of the gumballs.,some,0.3799999999999999,,9,4.98885,15
,50,... most of the gumballs.,most,0.62,,9,4.98885,15
,50,... all of the gumballs.,all,0,,9,4.98885,15
,50,,other,0,,9,4.98885,15
,40,... some of the gumballs.,some,0.62,,10,4.98885,15
,40,... most of the gumballs.,most,0,,10,4.98885,15
,40,... all of the gumballs.,all,0,,10,4.98885,15
,40,,other,0.3799999999999999,,10,4.98885,15
,100,... some of the gumballs.,some,0,,11,4.98885,15
,100,... most of the gumballs.,most,0,,11,4.98885,15
,100,... all of the gumballs.,all,1,,11,4.98885,15
,100,,other,0,,11,4.98885,15
,10,... some of the gumballs.,some,0.15000000000000013,,12,4.98885,15
,10,... most of the gumballs.,most,0,,12,4.98885,15
,10,... all of the gumballs.,all,0,,12,4.98885,15
,10,,other,0.85,,12,4.98885,15
,75,... some of the gumballs.,some,0,,13,4.98885,15
,75,... most of the gumballs.,most,0.84,,13,4.98885,15
,75,... all of the gumballs.,all,0,,13,4.98885,15
,75,,other,0.16000000000000003,,13,4.98885,15
,40,... some of the gumballs.,some,0.20999999999999996,,14,4.98885,15
,40,... most of the gumballs.,most,0.79,,14,4.98885,15
