color,Answer.time_in_minutes,label,quantifier,block_trial,type,Answer.bonus,utterance,position,block,Answer.condition,init_images,utterance_label,trial,percentage,workerid,clicked
blue,9.119983333333334,target,none,3,0_100_1,208, The machine dispensed none of the blue ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,3,0,2,1
orange,9.119983333333334,competitor,none,4,0_100_1,208, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,4,100,2,0
blue,9.119983333333334,target,none,4,0_100_1,208, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,4,0,2,1
orange,9.119983333333334,competitor,none,4,0_100_1,208, The machine dispensed none of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,4,100,2,0
blue,9.119983333333334,target,none,4,0_100_1,208, The machine dispensed none of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,4,0,2,1
orange,9.119983333333334,competitor,none,4,0_100_1,208, The machine dispensed none of the blue ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,4,100,2,0
blue,9.119983333333334,target,none,4,0_100_1,208, The machine dispensed none of the blue ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,4,0,2,1
orange,9.119983333333334,competitor,some,1,25_50_1,208, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,5,50,2,1
blue,9.119983333333334,target,some,1,25_50_1,208, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,5,25,2,0
orange,9.119983333333334,competitor,some,1,25_50_1,208, The machine dispensed some of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,5,50,2,1
blue,9.119983333333334,target,some,1,25_50_1,208, The machine dispensed some of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,5,25,2,0
orange,9.119983333333334,competitor,some,1,25_50_1,208, The machine dispensed some of the blue ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,5,50,2,0
blue,9.119983333333334,target,some,1,25_50_1,208, The machine dispensed some of the blue ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,5,25,2,1
orange,9.119983333333334,target,none,2,90_0_2,208, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,6,0,2,0
blue,9.119983333333334,competitor,none,2,90_0_2,208, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,6,90,2,1
orange,9.119983333333334,target,none,2,90_0_2,208, The machine dispensed none of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,6,0,2,1
blue,9.119983333333334,competitor,none,2,90_0_2,208, The machine dispensed none of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,6,90,2,0
orange,9.119983333333334,target,none,2,90_0_2,208, The machine dispensed none of the orange ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,6,0,2,1
blue,9.119983333333334,competitor,none,2,90_0_2,208, The machine dispensed none of the orange ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,6,90,2,0
orange,9.119983333333334,target,some,3,25_50_2,208, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,7,50,2,0
blue,9.119983333333334,competitor,some,3,25_50_2,208, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,7,25,2,1
orange,9.119983333333334,target,some,3,25_50_2,208, The machine dispensed some of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,7,50,2,1
blue,9.119983333333334,competitor,some,3,25_50_2,208, The machine dispensed some of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,7,25,2,0
orange,9.119983333333334,target,some,3,25_50_2,208, The machine dispensed some of the orange ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,7,50,2,1
blue,9.119983333333334,competitor,some,3,25_50_2,208, The machine dispensed some of the orange ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,7,25,2,0
orange,9.119983333333334,competitor,all,4,75_100_2,208, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,8,75,2,1
blue,9.119983333333334,target,all,4,75_100_2,208, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,8,100,2,0
orange,9.119983333333334,competitor,all,4,75_100_2,208, The machine dispensed all of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,8,75,2,0
blue,9.119983333333334,target,all,4,75_100_2,208, The machine dispensed all of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,8,100,2,1
orange,9.119983333333334,competitor,all,4,75_100_2,208, The machine dispensed all of the blue ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,8,75,2,0
blue,9.119983333333334,target,all,4,75_100_2,208, The machine dispensed all of the blue ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,8,100,2,1
orange,9.119983333333334,competitor,many,5,50_90_2,208, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,9,50,2,0
blue,9.119983333333334,target,many,5,50_90_2,208, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,9,90,2,1
orange,9.119983333333334,competitor,many,5,50_90_2,208, The machine dispensed many of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,9,50,2,0
blue,9.119983333333334,target,many,5,50_90_2,208, The machine dispensed many of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,9,90,2,1
orange,9.119983333333334,competitor,many,5,50_90_2,208, The machine dispensed many of the blue ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,9,50,2,0
blue,9.119983333333334,target,many,5,50_90_2,208, The machine dispensed many of the blue ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,9,90,2,1
orange,9.119983333333334,target,many,6,75_100_1,208, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,10,75,2,1
blue,9.119983333333334,competitor,many,6,75_100_1,208, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,10,100,2,0
orange,9.119983333333334,target,many,6,75_100_1,208, The machine dispensed many of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,10,75,2,1
blue,9.119983333333334,competitor,many,6,75_100_1,208, The machine dispensed many of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,10,100,2,0
orange,9.119983333333334,target,many,6,75_100_1,208, The machine dispensed many of the orange ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,10,75,2,1
blue,9.119983333333334,competitor,many,6,75_100_1,208, The machine dispensed many of the orange ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,10,100,2,0
blue,9.119983333333334,target,some,7,50_90_1,208, The machine dispensed,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,11,50,2,0
orange,9.119983333333334,competitor,some,7,50_90_1,208, The machine dispensed,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,11,90,2,1
blue,9.119983333333334,target,some,7,50_90_1,208, The machine dispensed some of the,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,11,50,2,1
orange,9.119983333333334,competitor,some,7,50_90_1,208, The machine dispensed some of the,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,11,90,2,0
blue,9.119983333333334,target,some,7,50_90_1,208, The machine dispensed some of the blue ones.,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,11,50,2,1
orange,9.119983333333334,competitor,some,7,50_90_1,208, The machine dispensed some of the blue ones.,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,11,90,2,0
blue,9.119983333333334,target,many,8,90_0_1,208, The machine dispensed,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,12,90,2,0
orange,9.119983333333334,competitor,many,8,90_0_1,208, The machine dispensed,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,12,0,2,1
blue,9.119983333333334,target,many,8,90_0_1,208, The machine dispensed many of the,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,12,90,2,1
orange,9.119983333333334,competitor,many,8,90_0_1,208, The machine dispensed many of the,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,12,0,2,0
blue,9.119983333333334,target,many,8,90_0_1,208, The machine dispensed many of the blue ones.,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,12,90,2,1
orange,9.119983333333334,competitor,many,8,90_0_1,208, The machine dispensed many of the blue ones.,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,12,0,2,0
blue,9.119983333333334,target,many,1,50_90_2,208, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,13,90,2,1
orange,9.119983333333334,competitor,many,1,50_90_2,208, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,13,50,2,0
blue,9.119983333333334,target,many,1,50_90_2,208, The machine dispensed many of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,13,90,2,1
orange,9.119983333333334,competitor,many,1,50_90_2,208, The machine dispensed many of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,13,50,2,0
blue,9.119983333333334,target,many,1,50_90_2,208, The machine dispensed many of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,13,90,2,1
orange,9.119983333333334,competitor,many,1,50_90_2,208, The machine dispensed many of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,13,50,2,0
orange,9.119983333333334,competitor,none,2,90_0_2,208, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,14,90,2,0
blue,9.119983333333334,target,none,2,90_0_2,208, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,14,0,2,1
orange,9.119983333333334,competitor,none,2,90_0_2,208, The machine dispensed none of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,14,90,2,0
blue,9.119983333333334,target,none,2,90_0_2,208, The machine dispensed none of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,14,0,2,1
orange,9.119983333333334,competitor,none,2,90_0_2,208, The machine dispensed none of the blue ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,14,90,2,0
blue,9.119983333333334,target,none,2,90_0_2,208, The machine dispensed none of the blue ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,14,0,2,1
blue,9.119983333333334,target,many,3,75_100_1,208, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,15,75,2,0
orange,9.119983333333334,competitor,many,3,75_100_1,208, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,15,100,2,1
blue,9.119983333333334,target,many,3,75_100_1,208, The machine dispensed many of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,15,75,2,1
orange,9.119983333333334,competitor,many,3,75_100_1,208, The machine dispensed many of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,15,100,2,0
blue,9.119983333333334,target,many,3,75_100_1,208, The machine dispensed many of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,15,75,2,1
orange,9.119983333333334,competitor,many,3,75_100_1,208, The machine dispensed many of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,15,100,2,0
orange,9.119983333333334,target,some,4,25_50_2,208, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,16,50,2,1
blue,9.119983333333334,competitor,some,4,25_50_2,208, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,16,25,2,0
orange,9.119983333333334,target,some,4,25_50_2,208, The machine dispensed some of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,16,50,2,0
blue,9.119983333333334,competitor,some,4,25_50_2,208, The machine dispensed some of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,16,25,2,1
orange,9.119983333333334,target,some,4,25_50_2,208, The machine dispensed some of the orange ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,16,50,2,1
blue,9.119983333333334,competitor,some,4,25_50_2,208, The machine dispensed some of the orange ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,16,25,2,0
blue,9.119983333333334,target,many,5,90_0_1,208, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,17,90,2,0
orange,9.119983333333334,competitor,many,5,90_0_1,208, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,17,0,2,1
blue,9.119983333333334,target,many,5,90_0_1,208, The machine dispensed many of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,17,90,2,1
orange,9.119983333333334,competitor,many,5,90_0_1,208, The machine dispensed many of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,17,0,2,0
blue,9.119983333333334,target,many,5,90_0_1,208, The machine dispensed many of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,17,90,2,1
orange,9.119983333333334,competitor,many,5,90_0_1,208, The machine dispensed many of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,17,0,2,0
orange,9.119983333333334,competitor,all,6,75_100_2,208, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,18,75,2,0
blue,9.119983333333334,target,all,6,75_100_2,208, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,18,100,2,1
orange,9.119983333333334,competitor,all,6,75_100_2,208, The machine dispensed all of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,18,75,2,1
blue,9.119983333333334,target,all,6,75_100_2,208, The machine dispensed all of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,18,100,2,0
orange,9.119983333333334,competitor,all,6,75_100_2,208, The machine dispensed all of the blue ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,18,75,2,0
blue,9.119983333333334,target,all,6,75_100_2,208, The machine dispensed all of the blue ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,18,100,2,1
blue,9.119983333333334,target,some,7,25_50_1,208, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,19,25,2,0
orange,9.119983333333334,competitor,some,7,25_50_1,208, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,19,50,2,1
blue,9.119983333333334,target,some,7,25_50_1,208, The machine dispensed some of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,19,25,2,0
orange,9.119983333333334,competitor,some,7,25_50_1,208, The machine dispensed some of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,19,50,2,1
blue,9.119983333333334,target,some,7,25_50_1,208, The machine dispensed some of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,19,25,2,1
orange,9.119983333333334,competitor,some,7,25_50_1,208, The machine dispensed some of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,19,50,2,0
blue,9.119983333333334,target,some,8,50_90_1,208, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,20,50,2,0
orange,9.119983333333334,competitor,some,8,50_90_1,208, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,20,90,2,1
blue,9.119983333333334,target,some,8,50_90_1,208, The machine dispensed some of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,20,50,2,1
orange,9.119983333333334,competitor,some,8,50_90_1,208, The machine dispensed some of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,20,90,2,0
blue,9.119983333333334,target,some,8,50_90_1,208, The machine dispensed some of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,20,50,2,1
orange,9.119983333333334,competitor,some,8,50_90_1,208, The machine dispensed some of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,20,90,2,0
orange,9.119983333333334,competitor,some,1,25_50_1,208, The machine dispensed,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,21,50,2,1
blue,9.119983333333334,target,some,1,25_50_1,208, The machine dispensed,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,21,25,2,0
orange,9.119983333333334,competitor,some,1,25_50_1,208, The machine dispensed some of the,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,21,50,2,1
blue,9.119983333333334,target,some,1,25_50_1,208, The machine dispensed some of the,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,21,25,2,0
orange,9.119983333333334,competitor,some,1,25_50_1,208, The machine dispensed some of the blue ones.,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,21,50,2,0
blue,9.119983333333334,target,some,1,25_50_1,208, The machine dispensed some of the blue ones.,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,21,25,2,1
blue,9.119983333333334,target,some,2,25_50_2,208, The machine dispensed,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,22,50,2,0
orange,9.119983333333334,competitor,some,2,25_50_2,208, The machine dispensed,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,22,25,2,1
blue,9.119983333333334,target,some,2,25_50_2,208, The machine dispensed some of the,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,22,50,2,0
orange,9.119983333333334,competitor,some,2,25_50_2,208, The machine dispensed some of the,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,22,25,2,1
blue,9.119983333333334,target,some,2,25_50_2,208, The machine dispensed some of the blue ones.,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,22,50,2,1
orange,9.119983333333334,competitor,some,2,25_50_2,208, The machine dispensed some of the blue ones.,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,22,25,2,0
orange,9.119983333333334,target,many,3,90_0_1,208, The machine dispensed,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,23,90,2,0
blue,9.119983333333334,competitor,many,3,90_0_1,208, The machine dispensed,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,23,0,2,1
orange,9.119983333333334,target,many,3,90_0_1,208, The machine dispensed many of the,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,23,90,2,1
blue,9.119983333333334,competitor,many,3,90_0_1,208, The machine dispensed many of the,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,23,0,2,0
orange,9.119983333333334,target,many,3,90_0_1,208, The machine dispensed many of the orange ones.,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,23,90,2,1
blue,9.119983333333334,competitor,many,3,90_0_1,208, The machine dispensed many of the orange ones.,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,23,0,2,0
orange,9.119983333333334,competitor,all,4,75_100_2,208, The machine dispensed,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,24,75,2,0
blue,9.119983333333334,target,all,4,75_100_2,208, The machine dispensed,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,24,100,2,1
orange,9.119983333333334,competitor,all,4,75_100_2,208, The machine dispensed all of the,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,24,75,2,0
blue,9.119983333333334,target,all,4,75_100_2,208, The machine dispensed all of the,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,24,100,2,1
orange,9.119983333333334,competitor,all,4,75_100_2,208, The machine dispensed all of the blue ones.,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,24,75,2,0
blue,9.119983333333334,target,all,4,75_100_2,208, The machine dispensed all of the blue ones.,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,24,100,2,1
blue,9.119983333333334,competitor,some,5,50_90_1,208, The machine dispensed,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,25,90,2,1
orange,9.119983333333334,target,some,5,50_90_1,208, The machine dispensed,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,25,50,2,0
blue,9.119983333333334,competitor,some,5,50_90_1,208, The machine dispensed some of the,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,25,90,2,0
orange,9.119983333333334,target,some,5,50_90_1,208, The machine dispensed some of the,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,25,50,2,1
blue,9.119983333333334,competitor,some,5,50_90_1,208, The machine dispensed some of the orange ones.,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,25,90,2,0
orange,9.119983333333334,target,some,5,50_90_1,208, The machine dispensed some of the orange ones.,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,25,50,2,1
blue,9.119983333333334,target,many,6,50_90_2,208, The machine dispensed,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,26,90,2,0
orange,9.119983333333334,competitor,many,6,50_90_2,208, The machine dispensed,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,26,50,2,1
blue,9.119983333333334,target,many,6,50_90_2,208, The machine dispensed many of the,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,26,90,2,1
orange,9.119983333333334,competitor,many,6,50_90_2,208, The machine dispensed many of the,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,26,50,2,0
blue,9.119983333333334,target,many,6,50_90_2,208, The machine dispensed many of the blue ones.,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,26,90,2,1
orange,9.119983333333334,competitor,many,6,50_90_2,208, The machine dispensed many of the blue ones.,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,26,50,2,0
blue,9.119983333333334,target,many,7,75_100_1,208, The machine dispensed,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,27,75,2,0
orange,9.119983333333334,competitor,many,7,75_100_1,208, The machine dispensed,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,27,100,2,1
blue,9.119983333333334,target,many,7,75_100_1,208, The machine dispensed many of the,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,27,75,2,1
orange,9.119983333333334,competitor,many,7,75_100_1,208, The machine dispensed many of the,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,27,100,2,0
blue,9.119983333333334,target,many,7,75_100_1,208, The machine dispensed many of the blue ones.,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,27,75,2,1
orange,9.119983333333334,competitor,many,7,75_100_1,208, The machine dispensed many of the blue ones.,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,27,100,2,0
blue,9.119983333333334,competitor,none,8,90_0_2,208, The machine dispensed,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,28,90,2,1
orange,9.119983333333334,target,none,8,90_0_2,208, The machine dispensed,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,28,0,2,0
blue,9.119983333333334,competitor,none,8,90_0_2,208, The machine dispensed none of the,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,28,90,2,0
orange,9.119983333333334,target,none,8,90_0_2,208, The machine dispensed none of the,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,28,0,2,1
blue,9.119983333333334,competitor,none,8,90_0_2,208, The machine dispensed none of the orange ones.,1,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,28,90,2,0
orange,9.119983333333334,target,none,8,90_0_2,208, The machine dispensed none of the orange ones.,2,3,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,28,0,2,1
blue,9.119983333333334,competitor,some,1,50_90_1,208, The machine dispensed,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,29,90,2,1
orange,9.119983333333334,target,some,1,50_90_1,208, The machine dispensed,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,29,50,2,0
blue,9.119983333333334,competitor,some,1,50_90_1,208, The machine dispensed some of the,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,29,90,2,0
orange,9.119983333333334,target,some,1,50_90_1,208, The machine dispensed some of the,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,29,50,2,1
blue,9.119983333333334,competitor,some,1,50_90_1,208, The machine dispensed some of the orange ones.,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,29,90,2,0
orange,9.119983333333334,target,some,1,50_90_1,208, The machine dispensed some of the orange ones.,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,29,50,2,1
blue,9.119983333333334,target,many,2,50_90_2,208, The machine dispensed,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,30,90,2,0
orange,9.119983333333334,competitor,many,2,50_90_2,208, The machine dispensed,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,30,50,2,1
blue,9.119983333333334,target,many,2,50_90_2,208, The machine dispensed many of the,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,30,90,2,1
orange,9.119983333333334,competitor,many,2,50_90_2,208, The machine dispensed many of the,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,30,50,2,0
blue,9.119983333333334,target,many,2,50_90_2,208, The machine dispensed many of the blue ones.,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,30,90,2,1
orange,9.119983333333334,competitor,many,2,50_90_2,208, The machine dispensed many of the blue ones.,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,30,50,2,0
blue,9.119983333333334,target,some,3,25_50_2,208, The machine dispensed,1,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,31,50,2,0
orange,9.119983333333334,competitor,some,3,25_50_2,208, The machine dispensed,2,4,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,31,25,2,1
