clicked,color,utterance_label,type,quantifier,Answer.time_in_minutes,Answer.bonus,Answer.condition,block,percentage,workerid,label,block_trial,position,trial,utterance,init_images
1,blue,color,40_0_2,none,8.05295,167.5,most,4,0,2,target,5,1,33, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_2,none,8.05295,167.5,most,4,40,2,competitor,5,2,33, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_2,none,8.05295,167.5,most,4,0,2,target,5,1,33, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_2,none,8.05295,167.5,most,4,40,2,competitor,5,2,33, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,25_60_1,some,8.05295,167.5,most,4,25,2,target,6,1,34, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_60_1,some,8.05295,167.5,most,4,60,2,competitor,6,2,34, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_60_1,some,8.05295,167.5,most,4,25,2,target,6,1,34, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_60_1,some,8.05295,167.5,most,4,60,2,competitor,6,2,34, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_60_1,some,8.05295,167.5,most,4,25,2,target,6,1,34, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_60_1,some,8.05295,167.5,most,4,60,2,competitor,6,2,34, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,25_100_1,some,8.05295,167.5,most,4,25,2,target,7,1,35, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_1,some,8.05295,167.5,most,4,100,2,competitor,7,2,35, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_100_1,some,8.05295,167.5,most,4,25,2,target,7,1,35, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_100_1,some,8.05295,167.5,most,4,100,2,competitor,7,2,35, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_100_1,some,8.05295,167.5,most,4,25,2,target,7,1,35, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_100_1,some,8.05295,167.5,most,4,100,2,competitor,7,2,35, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_60_2,most,8.05295,167.5,most,4,60,2,target,8,1,36, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_60_2,most,8.05295,167.5,most,4,25,2,competitor,8,2,36, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_60_2,most,8.05295,167.5,most,4,60,2,target,8,1,36, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_60_2,most,8.05295,167.5,most,4,25,2,competitor,8,2,36, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_60_2,most,8.05295,167.5,most,4,60,2,target,8,1,36, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_60_2,most,8.05295,167.5,most,4,25,2,competitor,8,2,36, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_60_2,most,8.05295,167.5,most,4,60,2,target,8,1,36, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_60_2,most,8.05295,167.5,most,4,25,2,competitor,8,2,36, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_2,most,8.05295,167.5,most,5,60,2,competitor,1,1,37, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_2,most,8.05295,167.5,most,5,90,2,target,1,2,37, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,60_90_2,most,8.05295,167.5,most,5,60,2,competitor,1,1,37, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,60_90_2,most,8.05295,167.5,most,5,90,2,target,1,2,37, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,60_90_2,most,8.05295,167.5,most,5,60,2,competitor,1,1,37, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,60_90_2,most,8.05295,167.5,most,5,90,2,target,1,2,37, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,60_90_2,most,8.05295,167.5,most,5,60,2,competitor,1,1,37, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,60_90_2,most,8.05295,167.5,most,5,90,2,target,1,2,37, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_1,some,8.05295,167.5,most,5,100,2,competitor,2,1,38, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_1,some,8.05295,167.5,most,5,25,2,target,2,2,38, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_100_1,some,8.05295,167.5,most,5,100,2,competitor,2,1,38, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_100_1,some,8.05295,167.5,most,5,25,2,target,2,2,38, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_100_1,some,8.05295,167.5,most,5,100,2,competitor,2,1,38, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_100_1,some,8.05295,167.5,most,5,25,2,target,2,2,38, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,25_60_1,some,8.05295,167.5,most,5,25,2,target,3,1,39, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_1,some,8.05295,167.5,most,5,60,2,competitor,3,2,39, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_60_1,some,8.05295,167.5,most,5,25,2,target,3,1,39, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_60_1,some,8.05295,167.5,most,5,60,2,competitor,3,2,39, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_60_1,some,8.05295,167.5,most,5,25,2,target,3,1,39, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_60_1,some,8.05295,167.5,most,5,60,2,competitor,3,2,39, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_2,most,8.05295,167.5,most,5,60,2,target,4,1,40, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_2,most,8.05295,167.5,most,5,25,2,competitor,4,2,40, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_60_2,most,8.05295,167.5,most,5,60,2,target,4,1,40, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_60_2,most,8.05295,167.5,most,5,25,2,competitor,4,2,40, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_60_2,most,8.05295,167.5,most,5,60,2,target,4,1,40, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_60_2,most,8.05295,167.5,most,5,25,2,competitor,4,2,40, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_2,all,8.05295,167.5,most,5,100,2,target,5,1,41, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_2,all,8.05295,167.5,most,5,25,2,competitor,5,2,41, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_2,all,8.05295,167.5,most,5,100,2,target,5,1,41, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_2,all,8.05295,167.5,most,5,25,2,competitor,5,2,41, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_2,all,8.05295,167.5,most,5,100,2,target,5,1,41, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_2,all,8.05295,167.5,most,5,25,2,competitor,5,2,41, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,prior,60_90_1,most,8.05295,167.5,most,5,60,2,target,6,1,42, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,60_90_1,most,8.05295,167.5,most,5,90,2,competitor,6,2,42, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,60_90_1,most,8.05295,167.5,most,5,60,2,target,6,1,42, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,60_90_1,most,8.05295,167.5,most,5,90,2,competitor,6,2,42, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,60_90_1,most,8.05295,167.5,most,5,60,2,target,6,1,42, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,60_90_1,most,8.05295,167.5,most,5,90,2,competitor,6,2,42, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,40_0_1,some,8.05295,167.5,most,5,40,2,target,7,1,43, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_1,some,8.05295,167.5,most,5,0,2,competitor,7,2,43, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,40_0_1,some,8.05295,167.5,most,5,40,2,target,7,1,43, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,40_0_1,some,8.05295,167.5,most,5,0,2,competitor,7,2,43, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_1,some,8.05295,167.5,most,5,40,2,target,7,1,43, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_1,some,8.05295,167.5,most,5,0,2,competitor,7,2,43, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,40_0_2,none,8.05295,167.5,most,5,40,2,competitor,8,1,44, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_2,none,8.05295,167.5,most,5,0,2,target,8,2,44, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,40_0_2,none,8.05295,167.5,most,5,40,2,competitor,8,1,44, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,40_0_2,none,8.05295,167.5,most,5,0,2,target,8,2,44, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,40_0_2,none,8.05295,167.5,most,5,40,2,competitor,8,1,44, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,40_0_2,none,8.05295,167.5,most,5,0,2,target,8,2,44, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,40_0_2,none,8.05295,167.5,most,5,40,2,competitor,8,1,44, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,40_0_2,none,8.05295,167.5,most,5,0,2,target,8,2,44, The machine dispensed none of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,prior,40_0_2,none,8.05295,167.5,most,6,0,2,target,1,1,45, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,40_0_2,none,8.05295,167.5,most,6,40,2,competitor,1,2,45, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,40_0_2,none,8.05295,167.5,most,6,0,2,target,1,1,45, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,40_0_2,none,8.05295,167.5,most,6,40,2,competitor,1,2,45, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_2,none,8.05295,167.5,most,6,0,2,target,1,1,45, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_2,none,8.05295,167.5,most,6,40,2,competitor,1,2,45, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_2,none,8.05295,167.5,most,6,0,2,target,1,1,45, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_2,none,8.05295,167.5,most,6,40,2,competitor,1,2,45, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,25_100_1,some,8.05295,167.5,most,6,25,2,target,2,1,46, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_1,some,8.05295,167.5,most,6,100,2,competitor,2,2,46, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_100_1,some,8.05295,167.5,most,6,25,2,target,2,1,46, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_100_1,some,8.05295,167.5,most,6,100,2,competitor,2,2,46, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_1,some,8.05295,167.5,most,6,25,2,target,2,1,46, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_1,some,8.05295,167.5,most,6,100,2,competitor,2,2,46, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,prior,25_60_1,some,8.05295,167.5,most,6,60,2,competitor,3,1,47, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_60_1,some,8.05295,167.5,most,6,25,2,target,3,2,47, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_60_1,some,8.05295,167.5,most,6,60,2,competitor,3,1,47, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_60_1,some,8.05295,167.5,most,6,25,2,target,3,2,47, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_1,some,8.05295,167.5,most,6,60,2,competitor,3,1,47, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_1,some,8.05295,167.5,most,6,25,2,target,3,2,47, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_1,some,8.05295,167.5,most,6,60,2,competitor,3,1,47, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_1,some,8.05295,167.5,most,6,25,2,target,3,2,47, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,prior,60_90_1,most,8.05295,167.5,most,6,90,2,competitor,4,1,48, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,60_90_1,most,8.05295,167.5,most,6,60,2,target,4,2,48, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_1,most,8.05295,167.5,most,6,90,2,competitor,4,1,48, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_1,most,8.05295,167.5,most,6,60,2,target,4,2,48, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_1,most,8.05295,167.5,most,6,90,2,competitor,4,1,48, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_1,most,8.05295,167.5,most,6,60,2,target,4,2,48, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_1,most,8.05295,167.5,most,6,90,2,competitor,4,1,48, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_1,most,8.05295,167.5,most,6,60,2,target,4,2,48, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_1,some,8.05295,167.5,most,6,0,2,competitor,5,1,49, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_1,some,8.05295,167.5,most,6,40,2,target,5,2,49, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,40_0_1,some,8.05295,167.5,most,6,0,2,competitor,5,1,49, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,40_0_1,some,8.05295,167.5,most,6,40,2,target,5,2,49, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,40_0_1,some,8.05295,167.5,most,6,0,2,competitor,5,1,49, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,40_0_1,some,8.05295,167.5,most,6,40,2,target,5,2,49, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_2,most,8.05295,167.5,most,6,90,2,target,6,1,50, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_2,most,8.05295,167.5,most,6,60,2,competitor,6,2,50, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_2,most,8.05295,167.5,most,6,90,2,target,6,1,50, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_2,most,8.05295,167.5,most,6,60,2,competitor,6,2,50, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,60_90_2,most,8.05295,167.5,most,6,90,2,target,6,1,50, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,60_90_2,most,8.05295,167.5,most,6,60,2,competitor,6,2,50, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_2,most,8.05295,167.5,most,6,60,2,target,7,1,51, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_2,most,8.05295,167.5,most,6,25,2,competitor,7,2,51, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_60_2,most,8.05295,167.5,most,6,60,2,target,7,1,51, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_60_2,most,8.05295,167.5,most,6,25,2,competitor,7,2,51, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_60_2,most,8.05295,167.5,most,6,60,2,target,7,1,51, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_60_2,most,8.05295,167.5,most,6,25,2,competitor,7,2,51, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_2,all,8.05295,167.5,most,6,25,2,competitor,8,1,52, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_2,all,8.05295,167.5,most,6,100,2,target,8,2,52, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_2,all,8.05295,167.5,most,6,25,2,competitor,8,1,52, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_2,all,8.05295,167.5,most,6,100,2,target,8,2,52, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_100_2,all,8.05295,167.5,most,6,25,2,competitor,8,1,52, The machine dispensed all of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_100_2,all,8.05295,167.5,most,6,100,2,target,8,2,52, The machine dispensed all of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,40_0_1,some,8.05295,167.5,most,7,40,2,target,1,1,53, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,40_0_1,some,8.05295,167.5,most,7,0,2,competitor,1,2,53, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,40_0_1,some,8.05295,167.5,most,7,40,2,target,1,1,53, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,40_0_1,some,8.05295,167.5,most,7,0,2,competitor,1,2,53, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_1,some,8.05295,167.5,most,7,40,2,target,1,1,53, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_1,some,8.05295,167.5,most,7,0,2,competitor,1,2,53, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_2,all,8.05295,167.5,most,7,100,2,target,2,1,54, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_100_2,all,8.05295,167.5,most,7,25,2,competitor,2,2,54, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_100_2,all,8.05295,167.5,most,7,100,2,target,2,1,54, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_100_2,all,8.05295,167.5,most,7,25,2,competitor,2,2,54, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_2,all,8.05295,167.5,most,7,100,2,target,2,1,54, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_2,all,8.05295,167.5,most,7,25,2,competitor,2,2,54, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,60_90_2,most,8.05295,167.5,most,7,60,2,competitor,3,1,55, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,60_90_2,most,8.05295,167.5,most,7,90,2,target,3,2,55, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,60_90_2,most,8.05295,167.5,most,7,60,2,competitor,3,1,55, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,60_90_2,most,8.05295,167.5,most,7,90,2,target,3,2,55, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,60_90_2,most,8.05295,167.5,most,7,60,2,competitor,3,1,55, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,60_90_2,most,8.05295,167.5,most,7,90,2,target,3,2,55, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,25_60_1,some,8.05295,167.5,most,7,25,2,target,4,1,56, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_1,some,8.05295,167.5,most,7,60,2,competitor,4,2,56, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_60_1,some,8.05295,167.5,most,7,25,2,target,4,1,56, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_60_1,some,8.05295,167.5,most,7,60,2,competitor,4,2,56, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_60_1,some,8.05295,167.5,most,7,25,2,target,4,1,56, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_60_1,some,8.05295,167.5,most,7,60,2,competitor,4,2,56, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_1,some,8.05295,167.5,most,7,100,2,competitor,5,1,57, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_1,some,8.05295,167.5,most,7,25,2,target,5,2,57, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_1,some,8.05295,167.5,most,7,100,2,competitor,5,1,57, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_1,some,8.05295,167.5,most,7,25,2,target,5,2,57, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_100_1,some,8.05295,167.5,most,7,100,2,competitor,5,1,57, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_100_1,some,8.05295,167.5,most,7,25,2,target,5,2,57, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,25_60_2,most,8.05295,167.5,most,7,25,2,competitor,6,1,58, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_2,most,8.05295,167.5,most,7,60,2,target,6,2,58, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_60_2,most,8.05295,167.5,most,7,25,2,competitor,6,1,58, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_60_2,most,8.05295,167.5,most,7,60,2,target,6,2,58, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_2,most,8.05295,167.5,most,7,25,2,competitor,6,1,58, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_2,most,8.05295,167.5,most,7,60,2,target,6,2,58, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,prior,60_90_1,most,8.05295,167.5,most,7,90,2,competitor,7,1,59, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,60_90_1,most,8.05295,167.5,most,7,60,2,target,7,2,59, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,60_90_1,most,8.05295,167.5,most,7,90,2,competitor,7,1,59, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
