workerid,Answer.time_in_minutes,position,Answer.bonus,init_images,block,utterance_label,block_trial,quantifier,color,trial,clicked,type,percentage,utterance,label,Answer.condition
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,quantifier,5,some,orange,49,0,25_50_1,25, The machine dispensed some of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,quantifier,5,some,blue,49,1,25_50_1,50, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,color,5,some,orange,49,0,25_50_1,25, The machine dispensed some of the orange ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6,color,5,some,blue,49,1,25_50_1,50, The machine dispensed some of the orange ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,prior,6,some,blue,50,0,40_0_1,0, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,prior,6,some,orange,50,1,40_0_1,40, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,quantifier,6,some,blue,50,0,40_0_1,0, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,quantifier,6,some,orange,50,1,40_0_1,40, The machine dispensed some of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,color,6,some,blue,50,0,40_0_1,0, The machine dispensed some of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,color,6,some,orange,50,1,40_0_1,40, The machine dispensed some of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,prior,7,all,blue,51,0,25_100_2,100, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,prior,7,all,orange,51,1,25_100_2,25, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,quantifier,7,all,blue,51,1,25_100_2,100, The machine dispensed all of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,quantifier,7,all,orange,51,0,25_100_2,25, The machine dispensed all of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,color,7,all,blue,51,1,25_100_2,100, The machine dispensed all of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,color,7,all,orange,51,0,25_100_2,25, The machine dispensed all of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,prior,8,many,blue,52,1,50_90_2,50, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,prior,8,many,orange,52,0,50_90_2,90, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,quantifier,8,many,blue,52,1,50_90_2,50, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,quantifier,8,many,orange,52,0,50_90_2,90, The machine dispensed many of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,color,8,many,blue,52,1,50_90_2,50, The machine dispensed many of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",6,color,8,many,orange,52,0,50_90_2,90, The machine dispensed many of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,1,none,blue,53,0,40_0_2,0, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,1,none,orange,53,1,40_0_2,40, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,1,none,blue,53,0,40_0_2,0, The machine dispensed none of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,1,none,orange,53,1,40_0_2,40, The machine dispensed none of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,1,none,blue,53,1,40_0_2,0, The machine dispensed none of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,1,none,orange,53,0,40_0_2,40, The machine dispensed none of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,2,some,blue,54,1,25_50_1,50, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,2,some,orange,54,0,25_50_1,25, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,2,some,blue,54,1,25_50_1,50, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,2,some,orange,54,0,25_50_1,25, The machine dispensed some of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,2,some,blue,54,0,25_50_1,50, The machine dispensed some of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,2,some,orange,54,1,25_50_1,25, The machine dispensed some of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,3,some,blue,55,0,25_100_1,25, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,3,some,orange,55,1,25_100_1,100, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,3,some,blue,55,1,25_100_1,25, The machine dispensed some of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,3,some,orange,55,0,25_100_1,100, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,3,some,blue,55,1,25_100_1,25, The machine dispensed some of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,3,some,orange,55,0,25_100_1,100, The machine dispensed some of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,prior,4,many,orange,56,1,25_50_2,25, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,prior,4,many,blue,56,0,25_50_2,50, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,quantifier,4,many,orange,56,1,25_50_2,25, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,quantifier,4,many,blue,56,0,25_50_2,50, The machine dispensed many of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,color,4,many,orange,56,0,25_50_2,25, The machine dispensed many of the blue ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,color,4,many,blue,56,1,25_50_2,50, The machine dispensed many of the blue ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,5,many,blue,57,1,50_90_1,50, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,5,many,orange,57,0,50_90_1,90, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,5,many,blue,57,1,50_90_1,50, The machine dispensed many of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,5,many,orange,57,0,50_90_1,90, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,5,many,blue,57,1,50_90_1,50, The machine dispensed many of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,5,many,orange,57,0,50_90_1,90, The machine dispensed many of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,prior,6,all,orange,58,0,25_100_2,100, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,prior,6,all,blue,58,1,25_100_2,25, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,quantifier,6,all,orange,58,0,25_100_2,100, The machine dispensed all of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,quantifier,6,all,blue,58,1,25_100_2,25, The machine dispensed all of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,color,6,all,orange,58,1,25_100_2,100, The machine dispensed all of the orange ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,color,6,all,blue,58,0,25_100_2,25, The machine dispensed all of the orange ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,7,some,blue,59,1,40_0_1,0, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,prior,7,some,orange,59,0,40_0_1,40, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,7,some,blue,59,0,40_0_1,0, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,quantifier,7,some,orange,59,1,40_0_1,40, The machine dispensed some of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,7,some,blue,59,0,40_0_1,0, The machine dispensed some of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7,color,7,some,orange,59,1,40_0_1,40, The machine dispensed some of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,prior,8,many,orange,60,1,50_90_2,50, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,prior,8,many,blue,60,0,50_90_2,90, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,quantifier,8,many,orange,60,0,50_90_2,50, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,quantifier,8,many,blue,60,1,50_90_2,90, The machine dispensed many of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,color,8,many,orange,60,0,50_90_2,50, The machine dispensed many of the blue ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7,color,8,many,blue,60,1,50_90_2,90, The machine dispensed many of the blue ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,1,none,blue,61,1,40_0_2,40, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,1,none,orange,61,0,40_0_2,0, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,1,none,blue,61,0,40_0_2,40, The machine dispensed none of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,1,none,orange,61,1,40_0_2,0, The machine dispensed none of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,1,none,blue,61,0,40_0_2,40, The machine dispensed none of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,1,none,orange,61,1,40_0_2,0, The machine dispensed none of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,2,some,blue,62,0,40_0_1,40, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,2,some,orange,62,1,40_0_1,0, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,2,some,blue,62,1,40_0_1,40, The machine dispensed some of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,2,some,orange,62,0,40_0_1,0, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,2,some,blue,62,1,40_0_1,40, The machine dispensed some of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,2,some,orange,62,0,40_0_1,0, The machine dispensed some of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,prior,3,many,orange,63,1,50_90_2,90, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,prior,3,many,blue,63,0,50_90_2,50, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,quantifier,3,many,orange,63,0,50_90_2,90, The machine dispensed many of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,quantifier,3,many,blue,63,1,50_90_2,50, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,color,3,many,orange,63,1,50_90_2,90, The machine dispensed many of the orange ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,color,3,many,blue,63,0,50_90_2,50, The machine dispensed many of the orange ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,4,many,blue,64,1,25_50_2,50, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,4,many,orange,64,0,25_50_2,25, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,4,many,blue,64,1,25_50_2,50, The machine dispensed many of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,4,many,orange,64,0,25_50_2,25, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,4,many,blue,64,1,25_50_2,50, The machine dispensed many of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,4,many,orange,64,0,25_50_2,25, The machine dispensed many of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,5,some,blue,65,0,25_50_1,50, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,5,some,orange,65,1,25_50_1,25, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,5,some,blue,65,0,25_50_1,50, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,5,some,orange,65,1,25_50_1,25, The machine dispensed some of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,5,some,blue,65,0,25_50_1,50, The machine dispensed some of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,5,some,orange,65,1,25_50_1,25, The machine dispensed some of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,6,many,blue,66,1,50_90_1,90, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,6,many,orange,66,0,50_90_1,50, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,6,many,blue,66,0,50_90_1,90, The machine dispensed many of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,6,many,orange,66,1,50_90_1,50, The machine dispensed many of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,6,many,blue,66,0,50_90_1,90, The machine dispensed many of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,6,many,orange,66,1,50_90_1,50, The machine dispensed many of the orange ones.,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,7,all,blue,67,1,25_100_2,100, The machine dispensed,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,7,all,orange,67,0,25_100_2,25, The machine dispensed,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,7,all,blue,67,1,25_100_2,100, The machine dispensed all of the,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,7,all,orange,67,0,25_100_2,25, The machine dispensed all of the,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,7,all,blue,67,1,25_100_2,100, The machine dispensed all of the blue ones.,target,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,7,all,orange,67,0,25_100_2,25, The machine dispensed all of the blue ones.,competitor,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,8,some,blue,68,0,25_100_1,100, The machine dispensed,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,prior,8,some,orange,68,1,25_100_1,25, The machine dispensed,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,8,some,blue,68,0,25_100_1,100, The machine dispensed some of the,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,quantifier,8,some,orange,68,1,25_100_1,25, The machine dispensed some of the,target,many_many
2,7.597333333333333,1,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,8,some,blue,68,0,25_100_1,100, The machine dispensed some of the orange ones.,competitor,many_many
2,7.597333333333333,2,179.5,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,color,8,some,orange,68,1,25_100_1,25, The machine dispensed some of the orange ones.,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,1,all,blue,1,0,0_100_2,0, The machine dispensed,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,1,all,orange,1,1,0_100_2,100, The machine dispensed,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,1,all,blue,1,0,0_100_2,0, The machine dispensed all of the,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,1,all,orange,1,1,0_100_2,100, The machine dispensed all of the,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,1,all,blue,1,0,0_100_2,0, The machine dispensed all of the orange ones.,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,1,all,orange,1,1,0_100_2,100, The machine dispensed all of the orange ones.,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,2,none,blue,2,1,0_100_1,100, The machine dispensed,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,2,none,orange,2,0,0_100_1,0, The machine dispensed,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,2,none,blue,2,1,0_100_1,100, The machine dispensed none of the,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,2,none,orange,2,0,0_100_1,0, The machine dispensed none of the,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,2,none,blue,2,1,0_100_1,100, The machine dispensed none of the orange ones.,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,2,none,orange,2,0,0_100_1,0, The machine dispensed none of the orange ones.,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,3,all,blue,3,0,0_100_2,0, The machine dispensed,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,3,all,orange,3,1,0_100_2,100, The machine dispensed,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,3,all,blue,3,0,0_100_2,0, The machine dispensed all of the,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,3,all,orange,3,1,0_100_2,100, The machine dispensed all of the,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,3,all,blue,3,0,0_100_2,0, The machine dispensed all of the orange ones.,competitor,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,3,all,orange,3,1,0_100_2,100, The machine dispensed all of the orange ones.,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,4,none,blue,4,0,0_100_1,0, The machine dispensed,target,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,prior,4,none,orange,4,1,0_100_1,100, The machine dispensed,competitor,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,4,none,blue,4,0,0_100_1,0, The machine dispensed none of the,target,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,quantifier,4,none,orange,4,1,0_100_1,100, The machine dispensed none of the,competitor,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,4,none,blue,4,1,0_100_1,0, The machine dispensed none of the blue ones.,target,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,color,4,none,orange,4,0,0_100_1,100, The machine dispensed none of the blue ones.,competitor,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,prior,1,many,orange,5,0,50_90_2,50, The machine dispensed,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,prior,1,many,blue,5,1,50_90_2,90, The machine dispensed,target,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,quantifier,1,many,orange,5,0,50_90_2,50, The machine dispensed many of the,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,quantifier,1,many,blue,5,1,50_90_2,90, The machine dispensed many of the,target,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,color,1,many,orange,5,0,50_90_2,50, The machine dispensed many of the blue ones.,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,color,1,many,blue,5,1,50_90_2,90, The machine dispensed many of the blue ones.,target,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",1,prior,2,none,blue,6,1,40_0_2,0, The machine dispensed,target,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",1,prior,2,none,orange,6,0,40_0_2,40, The machine dispensed,competitor,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",1,quantifier,2,none,blue,6,1,40_0_2,0, The machine dispensed none of the,target,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",1,quantifier,2,none,orange,6,0,40_0_2,40, The machine dispensed none of the,competitor,many_many
3,7.380583333333333,1,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",1,color,2,none,blue,6,1,40_0_2,0, The machine dispensed none of the blue ones.,target,many_many
3,7.380583333333333,2,208,"['gumball_blue_0.png', 'gumball_orange_0.png']",1,color,2,none,orange,6,0,40_0_2,40, The machine dispensed none of the blue ones.,competitor,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,prior,3,some,orange,7,0,25_50_1,50, The machine dispensed,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,prior,3,some,blue,7,1,25_50_1,25, The machine dispensed,target,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,quantifier,3,some,orange,7,0,25_50_1,50, The machine dispensed some of the,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,quantifier,3,some,blue,7,1,25_50_1,25, The machine dispensed some of the,target,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,color,3,some,orange,7,0,25_50_1,50, The machine dispensed some of the blue ones.,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,color,3,some,blue,7,1,25_50_1,25, The machine dispensed some of the blue ones.,target,many_many
3,7.380583333333333,1,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,prior,4,many,orange,8,0,25_50_2,25, The machine dispensed,competitor,many_many
3,7.380583333333333,2,208,"['gumball_orange_0.png', 'gumball_blue_0.png']",1,prior,4,many,blue,8,1,25_50_2,50, The machine dispensed,target,many_many
