type,trial,workerid,quantifier,block,color,Answer.time_in_minutes,Answer.bonus,label,utterance,block_trial,Answer.condition,position,utterance_label,init_images,percentage,clicked
50_90_2,51,0,many,6,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,7,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,52,0,some,6,orange,6.815383333333333,191.5,competitor, The machine dispensed,8,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,52,0,some,6,blue,6.815383333333333,191.5,target, The machine dispensed,8,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,52,0,some,6,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,8,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,52,0,some,6,blue,6.815383333333333,191.5,target, The machine dispensed some of the,8,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,52,0,some,6,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,52,0,some,6,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
50_90_1,53,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,53,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,53,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,53,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed some of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,53,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,53,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_2,54,0,many,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_2,54,0,many,7,blue,6.815383333333333,191.5,target, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_2,54,0,many,7,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,54,0,many,7,blue,6.815383333333333,191.5,target, The machine dispensed many of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,54,0,many,7,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,54,0,many,7,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,55,0,many,7,blue,6.815383333333333,191.5,target, The machine dispensed,3,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,55,0,many,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,55,0,many,7,blue,6.815383333333333,191.5,target, The machine dispensed many of the,3,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_1,55,0,many,7,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,3,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_1,55,0,many,7,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,3,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,55,0,many,7,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,3,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
75_100_2,56,0,all,7,blue,6.815383333333333,191.5,target, The machine dispensed,4,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,56,0,all,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,56,0,all,7,blue,6.815383333333333,191.5,target, The machine dispensed all of the,4,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,56,0,all,7,orange,6.815383333333333,191.5,competitor, The machine dispensed all of the,4,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,56,0,all,7,blue,6.815383333333333,191.5,target, The machine dispensed all of the blue ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,56,0,all,7,orange,6.815383333333333,191.5,competitor, The machine dispensed all of the blue ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
25_50_1,57,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,57,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,57,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,57,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed some of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,57,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,57,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,58,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,58,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed,6,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,58,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,6,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,58,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed some of the,6,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,58,0,some,7,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,6,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,58,0,some,7,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,6,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
75_100_1,59,0,many,7,orange,6.815383333333333,191.5,target, The machine dispensed,7,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_1,59,0,many,7,blue,6.815383333333333,191.5,competitor, The machine dispensed,7,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,59,0,many,7,orange,6.815383333333333,191.5,target, The machine dispensed many of the,7,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_1,59,0,many,7,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the,7,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,59,0,many,7,orange,6.815383333333333,191.5,target, The machine dispensed many of the orange ones.,7,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,59,0,many,7,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the orange ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
90_0_2,60,0,none,7,blue,6.815383333333333,191.5,target, The machine dispensed,8,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,60,0,none,7,orange,6.815383333333333,191.5,competitor, The machine dispensed,8,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,60,0,none,7,blue,6.815383333333333,191.5,target, The machine dispensed none of the,8,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,60,0,none,7,orange,6.815383333333333,191.5,competitor, The machine dispensed none of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,60,0,none,7,blue,6.815383333333333,191.5,target, The machine dispensed none of the blue ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,60,0,none,7,orange,6.815383333333333,191.5,competitor, The machine dispensed none of the blue ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,61,0,many,8,blue,6.815383333333333,191.5,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,61,0,many,8,orange,6.815383333333333,191.5,target, The machine dispensed,1,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,61,0,many,8,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the,1,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,61,0,many,8,orange,6.815383333333333,191.5,target, The machine dispensed many of the,1,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,61,0,many,8,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the orange ones.,1,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,61,0,many,8,orange,6.815383333333333,191.5,target, The machine dispensed many of the orange ones.,1,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_1,62,0,some,8,orange,6.815383333333333,191.5,target, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,62,0,some,8,blue,6.815383333333333,191.5,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,62,0,some,8,orange,6.815383333333333,191.5,target, The machine dispensed some of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,62,0,some,8,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,62,0,some,8,orange,6.815383333333333,191.5,target, The machine dispensed some of the orange ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,62,0,some,8,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the orange ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
25_50_1,63,0,some,8,orange,6.815383333333333,191.5,competitor, The machine dispensed,3,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,63,0,some,8,blue,6.815383333333333,191.5,target, The machine dispensed,3,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,63,0,some,8,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,3,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,63,0,some,8,blue,6.815383333333333,191.5,target, The machine dispensed some of the,3,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,63,0,some,8,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,63,0,some,8,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,64,0,some,8,orange,6.815383333333333,191.5,target, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,64,0,some,8,blue,6.815383333333333,191.5,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_2,64,0,some,8,orange,6.815383333333333,191.5,target, The machine dispensed some of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,64,0,some,8,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,64,0,some,8,orange,6.815383333333333,191.5,target, The machine dispensed some of the orange ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,64,0,some,8,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the orange ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
90_0_2,65,0,none,8,orange,6.815383333333333,191.5,competitor, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_2,65,0,none,8,blue,6.815383333333333,191.5,target, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_2,65,0,none,8,orange,6.815383333333333,191.5,competitor, The machine dispensed none of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_2,65,0,none,8,blue,6.815383333333333,191.5,target, The machine dispensed none of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_2,65,0,none,8,orange,6.815383333333333,191.5,competitor, The machine dispensed none of the blue ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_2,65,0,none,8,blue,6.815383333333333,191.5,target, The machine dispensed none of the blue ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
75_100_2,66,0,all,8,orange,6.815383333333333,191.5,target, The machine dispensed,6,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_2,66,0,all,8,blue,6.815383333333333,191.5,competitor, The machine dispensed,6,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_2,66,0,all,8,orange,6.815383333333333,191.5,target, The machine dispensed all of the,6,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_2,66,0,all,8,blue,6.815383333333333,191.5,competitor, The machine dispensed all of the,6,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_2,66,0,all,8,orange,6.815383333333333,191.5,target, The machine dispensed all of the orange ones.,6,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,66,0,all,8,blue,6.815383333333333,191.5,competitor, The machine dispensed all of the orange ones.,6,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
90_0_1,67,0,many,8,blue,6.815383333333333,191.5,target, The machine dispensed,7,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,67,0,many,8,orange,6.815383333333333,191.5,competitor, The machine dispensed,7,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,67,0,many,8,blue,6.815383333333333,191.5,target, The machine dispensed many of the,7,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,67,0,many,8,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,7,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,67,0,many,8,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,7,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,67,0,many,8,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,7,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
75_100_1,68,0,many,8,blue,6.815383333333333,191.5,target, The machine dispensed,8,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,68,0,many,8,orange,6.815383333333333,191.5,competitor, The machine dispensed,8,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,68,0,many,8,blue,6.815383333333333,191.5,target, The machine dispensed many of the,8,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_1,68,0,many,8,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_1,68,0,many,8,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,68,0,many,8,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
0_100_1,1,1,none,0,orange,9.670266666666667,212,target, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_1,1,1,none,0,blue,9.670266666666667,212,competitor, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
0_100_1,1,1,none,0,orange,9.670266666666667,212,target, The machine dispensed none of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
0_100_1,1,1,none,0,blue,9.670266666666667,212,competitor, The machine dispensed none of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
0_100_1,1,1,none,0,orange,9.670266666666667,212,target, The machine dispensed none of the orange ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
0_100_1,1,1,none,0,blue,9.670266666666667,212,competitor, The machine dispensed none of the orange ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
0_100_2,2,1,all,0,orange,9.670266666666667,212,target, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
0_100_2,2,1,all,0,blue,9.670266666666667,212,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
0_100_2,2,1,all,0,orange,9.670266666666667,212,target, The machine dispensed all of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
0_100_2,2,1,all,0,blue,9.670266666666667,212,competitor, The machine dispensed all of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_2,2,1,all,0,orange,9.670266666666667,212,target, The machine dispensed all of the orange ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
0_100_2,2,1,all,0,blue,9.670266666666667,212,competitor, The machine dispensed all of the orange ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
0_100_2,3,1,all,0,blue,9.670266666666667,212,competitor, The machine dispensed,3,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
0_100_2,3,1,all,0,orange,9.670266666666667,212,target, The machine dispensed,3,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
0_100_2,3,1,all,0,blue,9.670266666666667,212,competitor, The machine dispensed all of the,3,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
0_100_2,3,1,all,0,orange,9.670266666666667,212,target, The machine dispensed all of the,3,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
0_100_2,3,1,all,0,blue,9.670266666666667,212,competitor, The machine dispensed all of the orange ones.,3,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
0_100_2,3,1,all,0,orange,9.670266666666667,212,target, The machine dispensed all of the orange ones.,3,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
0_100_1,4,1,none,0,blue,9.670266666666667,212,target, The machine dispensed,4,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
0_100_1,4,1,none,0,orange,9.670266666666667,212,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
0_100_1,4,1,none,0,blue,9.670266666666667,212,target, The machine dispensed none of the,4,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
0_100_1,4,1,none,0,orange,9.670266666666667,212,competitor, The machine dispensed none of the,4,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
0_100_1,4,1,none,0,blue,9.670266666666667,212,target, The machine dispensed none of the blue ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
0_100_1,4,1,none,0,orange,9.670266666666667,212,competitor, The machine dispensed none of the blue ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_2,5,1,all,1,blue,9.670266666666667,212,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,5,1,all,1,orange,9.670266666666667,212,target, The machine dispensed,1,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,5,1,all,1,blue,9.670266666666667,212,competitor, The machine dispensed all of the,1,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,5,1,all,1,orange,9.670266666666667,212,target, The machine dispensed all of the,1,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,5,1,all,1,blue,9.670266666666667,212,competitor, The machine dispensed all of the orange ones.,1,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,5,1,all,1,orange,9.670266666666667,212,target, The machine dispensed all of the orange ones.,1,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_1,6,1,many,1,orange,9.670266666666667,212,competitor, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,6,1,many,1,blue,9.670266666666667,212,target, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_1,6,1,many,1,orange,9.670266666666667,212,competitor, The machine dispensed many of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,6,1,many,1,blue,9.670266666666667,212,target, The machine dispensed many of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,6,1,many,1,orange,9.670266666666667,212,competitor, The machine dispensed many of the blue ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,6,1,many,1,blue,9.670266666666667,212,target, The machine dispensed many of the blue ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
90_0_2,7,1,none,1,blue,9.670266666666667,212,target, The machine dispensed,3,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_2,7,1,none,1,orange,9.670266666666667,212,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_2,7,1,none,1,blue,9.670266666666667,212,target, The machine dispensed none of the,3,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,7,1,none,1,orange,9.670266666666667,212,competitor, The machine dispensed none of the,3,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,7,1,none,1,blue,9.670266666666667,212,target, The machine dispensed none of the blue ones.,3,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,7,1,none,1,orange,9.670266666666667,212,competitor, The machine dispensed none of the blue ones.,3,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_1,8,1,many,1,orange,9.670266666666667,212,target, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,8,1,many,1,blue,9.670266666666667,212,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_1,8,1,many,1,orange,9.670266666666667,212,target, The machine dispensed many of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,8,1,many,1,blue,9.670266666666667,212,competitor, The machine dispensed many of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_1,8,1,many,1,orange,9.670266666666667,212,target, The machine dispensed many of the orange ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,8,1,many,1,blue,9.670266666666667,212,competitor, The machine dispensed many of the orange ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
50_90_1,9,1,some,1,orange,9.670266666666667,212,competitor, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,9,1,some,1,blue,9.670266666666667,212,target, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,9,1,some,1,orange,9.670266666666667,212,competitor, The machine dispensed some of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,9,1,some,1,blue,9.670266666666667,212,target, The machine dispensed some of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,9,1,some,1,orange,9.670266666666667,212,competitor, The machine dispensed some of the blue ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,9,1,some,1,blue,9.670266666666667,212,target, The machine dispensed some of the blue ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,10,1,some,1,blue,9.670266666666667,212,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,10,1,some,1,orange,9.670266666666667,212,target, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,10,1,some,1,blue,9.670266666666667,212,competitor, The machine dispensed some of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,10,1,some,1,orange,9.670266666666667,212,target, The machine dispensed some of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,10,1,some,1,blue,9.670266666666667,212,competitor, The machine dispensed some of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,10,1,some,1,orange,9.670266666666667,212,target, The machine dispensed some of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
